table,cid,name,sqlite_type,notnull,default,pk
hazard_inundation_城南地区河川流域,4,inundation_depth_m,REAL,0,,0
hazard_inundation_城南地区河川流域,5,ground_elevation_m,REAL,0,,0
hazard_inundation_城南地区河川流域,6,lon,REAL,0,,0
hazard_inundation_城南地区河川流域,7,lat,REAL,0,,0
hazard_inundation_城南地区河川流域,8,source_resource_id,TEXT,0,,0
hazard_inundation_城南地区河川流域,9,source_resource,TEXT,0,,0
hazard_inundation_城南地区河川流域,10,source_url,TEXT,0,,0
hazard_inundation_境川流域,0,fid,INTEGER,1,,1
hazard_inundation_境川流域,1,geom,POINT,0,,0
hazard_inundation_境川流域,2,area,TEXT,0,,0
hazard_inundation_境川流域,3,sheet_no,TEXT,0,,0
hazard_inundation_境川流域,4,inundation_depth_m,REAL,0,,0
hazard_inundation_境川流域,5,ground_elevation_m,REAL,0,,0
hazard_inundation_境川流域,6,lon,REAL,0,,0
hazard_inundation_境川流域,7,lat,REAL,0,,0
hazard_inundation_境川流域,8,source_resource_id,TEXT,0,,0
hazard_inundation_境川流域,9,source_resource,TEXT,0,,0
hazard_inundation_境川流域,10,source_url,TEXT,0,,0
hazard_inundation_残堀川流域,0,fid,INTEGER,1,,1
hazard_inundation_残堀川流域,1,geom,POINT,0,,0
hazard_inundation_残堀川流域,2,area,TEXT,0,,0
hazard_inundation_残堀川流域,3,sheet_no,TEXT,0,,0
hazard_inundation_残堀川流域,4,inundation_depth_m,REAL,0,,0
hazard_inundation_残堀川流域,5,ground_elevation_m,REAL,0,,0
hazard_inundation_残堀川流域,6,lon,REAL,0,,0
hazard_inundation_残堀川流域,7,lat,REAL,0,,0
hazard_inundation_残堀川流域,8,source_resource_id,TEXT,0,,0
hazard_inundation_残堀川流域,9,source_resource,TEXT,0,,0
hazard_inundation_残堀川流域,10,source_url,TEXT,0,,0
hazard_inundation_江東内部河川流域,0,fid,INTEGER,1,,1
hazard_inundation_江東内部河川流域,1,geom,POINT,0,,0
hazard_inundation_江東内部河川流域,2,area,TEXT,0,,0
hazard_inundation_江東内部河川流域,3,sheet_no,TEXT,0,,0
hazard_inundation_江東内部河川流域,4,inundation_depth_m,REAL,0,,0
hazard_inundation_江東内部河川流域,5,ground_elevation_m,REAL,0,,0
hazard_inundation_江東内部河川流域,6,lon,REAL,0,,0
hazard_inundation_江東内部河川流域,7,lat,REAL,0,,0
hazard_inundation_江東内部河川流域,8,source_resource_id,TEXT,0,,0
hazard_inundation_江東内部河川流域,9,source_resource,TEXT,0,,0
hazard_inundation_江東内部河川流域,10,source_url,TEXT,0,,0
hazard_inundation_浅川圏域_大栗川及び三沢川流域,0,fid,INTEGER,1,,1
hazard_inundation_浅川圏域_大栗川及び三沢川流域,1,geom,POINT,0,,0
hazard_inundation_浅川圏域_大栗川及び三沢川流域,2,area,TEXT,0,,0
hazard_inundation_浅川圏域_大栗川及び三沢川流域,3,sheet_no,TEXT,0,,0
hazard_inundation_浅川圏域_大栗川及び三沢川流域,4,inundation_depth_m,REAL,0,,0
hazard_inundation_浅川圏域_大栗川及び三沢川流域,5,ground_elevation_m,REAL,0,,0
hazard_inundation_浅川圏域_大栗川及び三沢川流域,6,lon,REAL,0,,0
hazard_inundation_浅川圏域_大栗川及び三沢川流域,7,lat,REAL,0,,0
hazard_inundation_浅川圏域_大栗川及び三沢川流域,8,source_resource_id,TEXT,0,,0
hazard_inundation_浅川圏域_大栗川及び三沢川流域,9,source_resource,TEXT,0,,0
hazard_inundation_浅川圏域_大栗川及び三沢川流域,10,source_url,TEXT,0,,0
hazard_inundation_石神井川及び白子川流域,0,fid,INTEGER,1,,1
hazard_inundation_石神井川及び白子川流域,1,geom,POINT,0,,0
hazard_inundation_石神井川及び白子川流域,2,area,TEXT,0,,0
hazard_inundation_石神井川及び白子川流域,3,sheet_no,TEXT,0,,0
hazard_inundation_石神井川及び白子川流域,4,inundation_depth_m,REAL,0,,0
hazard_inundation_石神井川及び白子川流域,5,ground_elevation_m,REAL,0,,0
hazard_inundation_石神井川及び白子川流域,6,lon,REAL,0,,0
hazard_inundation_石神井川及び白子川流域,7,lat,REAL,0,,0
hazard_inundation_石神井川及び白子川流域,8,source_resource_id,TEXT,0,,0
hazard_inundation_石神井川及び白子川流域,9,source_resource,TEXT,0,,0
hazard_inundation_石神井川及び白子川流域,10,source_url,TEXT,0,,0
hazard_inundation_神田川流域,0,fid,INTEGER,1,,1
hazard_inundation_神田川流域,1,geom,POINT,0,,0
hazard_inundation_神田川流域,2,area,TEXT,0,,0
hazard_inundation_神田川流域,3,sheet_no,TEXT,0,,0
hazard_inundation_神田川流域,4,inundation_depth_m,REAL,0,,0
hazard_inundation_神田川流域,5,ground_elevation_m,REAL,0,,0
hazard_inundation_神田川流域,6,lon,REAL,0,,0
hazard_inundation_神田川流域,7,lat,REAL,0,,0
hazard_inundation_神田川流域,8,source_resource_id,TEXT,0,,0
hazard_inundation_神田川流域,9,source_resource,TEXT,0,,0
hazard_inundation_神田川流域,10,source_url,TEXT,0,,0
hazard_inundation_秋川及び平井川流域,0,fid,INTEGER,1,,1
hazard_inundation_秋川及び平井川流域,1,geom,POINT,0,,0
hazard_inundation_秋川及び平井川流域,2,area,TEXT,0,,0
hazard_inundation_秋川及び平井川流域,3,sheet_no,TEXT,0,,0
hazard_inundation_秋川及び平井川流域,4,inundation_depth_m,REAL,0,,0
hazard_inundation_秋川及び平井川流域,5,ground_elevation_m,REAL,0,,0
hazard_inundation_秋川及び平井川流域,6,lon,REAL,0,,0
hazard_inundation_秋川及び平井川流域,7,lat,REAL,0,,0
hazard_inundation_秋川及び平井川流域,8,source_resource_id,TEXT,0,,0
hazard_inundation_秋川及び平井川流域,9,source_resource,TEXT,0,,0
hazard_inundation_秋川及び平井川流域,10,source_url,TEXT,0,,0
hazard_inundation_野川_仙川_入間川_谷沢川及び丸子川流域,0,fid,INTEGER,1,,1
hazard_inundation_野川_仙川_入間川_谷沢川及び丸子川流域,1,geom,POINT,0,,0
hazard_inundation_野川_仙川_入間川_谷沢川及び丸子川流域,2,area,TEXT,0,,0
hazard_inundation_野川_仙川_入間川_谷沢川及び丸子川流域,3,sheet_no,TEXT,0,,0
hazard_inundation_野川_仙川_入間川_谷沢川及び丸子川流域,4,inundation_depth_m,REAL,0,,0
hazard_inundation_野川_仙川_入間川_谷沢川及び丸子川流域,5,ground_elevation_m,REAL,0,,0
hazard_inundation_野川_仙川_入間川_谷沢川及び丸子川流域,6,lon,REAL,0,,0
hazard_inundation_野川_仙川_入間川_谷沢川及び丸子川流域,7,lat,REAL,0,,0
hazard_inundation_野川_仙川_入間川_谷沢川及び丸子川流域,8,source_resource_id,TEXT,0,,0
hazard_inundation_野川_仙川_入間川_谷沢川及び丸子川流域,9,source_resource,TEXT,0,,0
hazard_inundation_野川_仙川_入間川_谷沢川及び丸子川流域,10,source_url,TEXT,0,,0
hazard_inundation_隅田川及び新河岸川流域,0,fid,INTEGER,1,,1
hazard_inundation_隅田川及び新河岸川流域,1,geom,POINT,0,,0
hazard_inundation_隅田川及び新河岸川流域,2,area,TEXT,0,,0
hazard_inundation_隅田川及び新河岸川流域,3,sheet_no,TEXT,0,,0
hazard_inundation_隅田川及び新河岸川流域,4,inundation_depth_m,REAL,0,,0
hazard_inundation_隅田川及び新河岸川流域,5,ground_elevation_m,REAL,0,,0
hazard_inundation_隅田川及び新河岸川流域,6,lon,REAL,0,,0
hazard_inundation_隅田川及び新河岸川流域,7,lat,REAL,0,,0
hazard_inundation_隅田川及び新河岸川流域,8,source_resource_id,TEXT,0,,0
hazard_inundation_隅田川及び新河岸川流域,9,source_resource,TEXT,0,,0
hazard_inundation_隅田川及び新河岸川流域,10,source_url,TEXT,0,,0
hazard_inundation_霞川及び多摩川上流圏域,0,fid,INTEGER,1,,1
hazard_inundation_霞川及び多摩川上流圏域,1,geom,POINT,0,,0
hazard_inundation_霞川及び多摩川上流圏域,2,area,TEXT,0,,0
hazard_inundation_霞川及び多摩川上流圏域,3,sheet_no,TEXT,0,,0
hazard_inundation_霞川及び多摩川上流圏域,4,inundation_depth_m,REAL,0,,0
hazard_inundation_霞川及び多摩川上流圏域,5,ground_elevation_m,REAL,0,,0
hazard_inundation_霞川及び多摩川上流圏域,6,lon,REAL,0,,0
hazard_inundation_霞川及び多摩川上流圏域,7,lat,REAL,0,,0
hazard_inundation_霞川及び多摩川上流圏域,8,source_resource_id,TEXT,0,,0
hazard_inundation_霞川及び多摩川上流圏域,9,source_resource,TEXT,0,,0
hazard_inundation_霞川及び多摩川上流圏域,10,source_url,TEXT,0,,0
hazard_inundation_鶴見川流域,0,fid,INTEGER,1,,1
hazard_inundation_鶴見川流域,1,geom,POINT,0,,0
hazard_inundation_鶴見川流域,2,area,TEXT,0,,0
hazard_inundation_鶴見川流域,3,sheet_no,TEXT,0,,0
hazard_inundation_鶴見川流域,4,inundation_depth_m,REAL,0,,0
hazard_inundation_鶴見川流域,5,ground_elevation_m,REAL,0,,0
hazard_inundation_鶴見川流域,6,lon,REAL,0,,0
hazard_inundation_鶴見川流域,7,lat,REAL,0,,0
hazard_inundation_鶴見川流域,8,source_resource_id,TEXT,0,,0
hazard_inundation_鶴見川流域,9,source_resource,TEXT,0,,0
hazard_inundation_鶴見川流域,10,source_url,TEXT,0,,0
hazard_inundation_黒目川_落合川_柳瀬川_空堀川及び奈良橋川流域,0,fid,INTEGER,1,,1
hazard_inundation_黒目川_落合川_柳瀬川_空堀川及び奈良橋川流域,1,geom,POINT,0,,0
hazard_inundation_黒目川_落合川_柳瀬川_空堀川及び奈良橋川流域,2,area,TEXT,0,,0
hazard_inundation_黒目川_落合川_柳瀬川_空堀川及び奈良橋川流域,3,sheet_no,TEXT,0,,0
hazard_inundation_黒目川_落合川_柳瀬川_空堀川及び奈良橋川流域,4,inundation_depth_m,REAL,0,,0
hazard_inundation_黒目川_落合川_柳瀬川_空堀川及び奈良橋川流域,5,ground_elevation_m,REAL,0,,0
hazard_inundation_黒目川_落合川_柳瀬川_空堀川及び奈良橋川流域,6,lon,REAL,0,,0
hazard_inundation_黒目川_落合川_柳瀬川_空堀川及び奈良橋川流域,7,lat,REAL,0,,0
hazard_inundation_黒目川_落合川_柳瀬川_空堀川及び奈良橋川流域,8,source_resource_id,TEXT,0,,0
hazard_inundation_黒目川_落合川_柳瀬川_空堀川及び奈良橋川流域,9,source_resource,TEXT,0,,0
hazard_inundation_黒目川_落合川_柳瀬川_空堀川及び奈良橋川流域,10,source_url,TEXT,0,,0
hazard_region_risk,0,fid,INTEGER,1,,1
hazard_region_risk,1,geom,MULTIPOLYGON,0,,0
hazard_region_risk,2,ID,INTEGER,0,,0
hazard_region_risk,3,区市町村名,TEXT,0,,0
hazard_region_risk,4,町丁目名,TEXT,0,,0
hazard_region_risk,5,建物_危,REAL,0,,0
hazard_region_risk,6,建物_順,INTEGER,0,,0
hazard_region_risk,7,建物_ラ,INTEGER,0,,0
hazard_region_risk,8,火災_危,REAL,0,,0
hazard_region_risk,9,火災_順,INTEGER,0,,0
hazard_region_risk,10,火災_ラ,INTEGER,0,,0
hazard_region_risk,11,災害_係,REAL,0,,0
hazard_region_risk,12,総合_危,REAL,0,,0
hazard_region_risk,13,総合_順,INTEGER,0,,0
hazard_region_risk,14,総合_ラ,INTEGER,0,,0
hazard_region_risk,15,source_member,TEXT,0,,0
hazard_region_risk,16,source_dataset_id,TEXT,0,,0
hazard_region_risk,17,source_resource_id,TEXT,0,,0
hazard_region_risk,18,source_resource,TEXT,0,,0
hazard_region_risk,19,source_url,TEXT,0,,0
hazard_seismic_50m_南海トラフ巨大地震,0,fid,INTEGER,1,,1
hazard_seismic_50m_南海トラフ巨大地震,1,geom,POLYGON,0,,0
hazard_seismic_50m_南海トラフ巨大地震,2,mesh_code,TEXT,0,,0
hazard_seismic_50m_南海トラフ巨大地震,3,scenario,TEXT,0,,0
hazard_seismic_50m_南海トラフ巨大地震,4,seismic_intensity,REAL,0,,0
hazard_seismic_50m_南海トラフ巨大地震,5,source_resource_id,TEXT,0,,0
hazard_seismic_50m_南海トラフ巨大地震,6,source_resource,TEXT,0,,0
hazard_seismic_50m_南海トラフ巨大地震,7,source_url,TEXT,0,,0
hazard_seismic_50m_多摩東部直下地震,0,fid,INTEGER,1,,1
hazard_seismic_50m_多摩東部直下地震,1,geom,POLYGON,0,,0
hazard_seismic_50m_多摩東部直下地震,2,mesh_code,TEXT,0,,0
hazard_seismic_50m_多摩東部直下地震,3,scenario,TEXT,0,,0
hazard_seismic_50m_多摩東部直下地震,4,seismic_intensity,REAL,0,,0
hazard_seismic_50m_多摩東部直下地震,5,source_resource_id,TEXT,0,,0
hazard_seismic_50m_多摩東部直下地震,6,source_resource,TEXT,0,,0
hazard_seismic_50m_多摩東部直下地震,7,source_url,TEXT,0,,0
hazard_seismic_50m_多摩西部直下地震,0,fid,INTEGER,1,,1
hazard_seismic_50m_多摩西部直下地震,1,geom,POLYGON,0,,0
hazard_seismic_50m_多摩西部直下地震,2,mesh_code,TEXT,0,,0
hazard_seismic_50m_多摩西部直下地震,3,scenario,TEXT,0,,0
hazard_seismic_50m_多摩西部直下地震,4,seismic_intensity,REAL,0,,0
hazard_seismic_50m_多摩西部直下地震,5,source_resource_id,TEXT,0,,0
hazard_seismic_50m_多摩西部直下地震,6,source_resource,TEXT,0,,0
hazard_seismic_50m_多摩西部直下地震,7,source_url,TEXT,0,,0
hazard_seismic_50m_大正関東地震,0,fid,INTEGER,1,,1
hazard_seismic_50m_大正関東地震,1,geom,POLYGON,0,,0
hazard_seismic_50m_大正関東地震,2,mesh_code,TEXT,0,,0
hazard_seismic_50m_大正関東地震,3,scenario,TEXT,0,,0
hazard_seismic_50m_大正関東地震,4,seismic_intensity,REAL,0,,0
hazard_seismic_50m_大正関東地震,5,source_resource_id,TEXT,0,,0
hazard_seismic_50m_大正関東地震,6,source_resource,TEXT,0,,0
hazard_seismic_50m_大正関東地震,7,source_url,TEXT,0,,0
hazard_seismic_50m_立川断層帯地震,0,fid,INTEGER,1,,1
hazard_seismic_50m_立川断層帯地震,1,geom,POLYGON,0,,0
hazard_seismic_50m_立川断層帯地震,2,mesh_code,TEXT,0,,0
hazard_seismic_50m_立川断層帯地震,3,scenario,TEXT,0,,0
hazard_seismic_50m_立川断層帯地震,4,seismic_intensity,REAL,0,,0
hazard_seismic_50m_立川断層帯地震,5,source_resource_id,TEXT,0,,0
hazard_seismic_50m_立川断層帯地震,6,source_resource,TEXT,0,,0
hazard_seismic_50m_立川断層帯地震,7,source_url,TEXT,0,,0
hazard_seismic_50m_都心南部直下地震,0,fid,INTEGER,1,,1
hazard_seismic_50m_都心南部直下地震,1,geom,POLYGON,0,,0
hazard_seismic_50m_都心南部直下地震,2,mesh_code,TEXT,0,,0
hazard_seismic_50m_都心南部直下地震,3,scenario,TEXT,0,,0
hazard_seismic_50m_都心南部直下地震,4,seismic_intensity,REAL,0,,0
hazard_seismic_50m_都心南部直下地震,5,source_resource_id,TEXT,0,,0
hazard_seismic_50m_都心南部直下地震,6,source_resource,TEXT,0,,0
hazard_seismic_50m_都心南部直下地震,7,source_url,TEXT,0,,0
hazard_seismic_50m_都心東部直下地震,0,fid,INTEGER,1,,1
hazard_seismic_50m_都心東部直下地震,1,geom,POLYGON,0,,0
hazard_seismic_50m_都心東部直下地震,2,mesh_code,TEXT,0,,0
hazard_seismic_50m_都心東部直下地震,3,scenario,TEXT,0,,0
hazard_seismic_50m_都心東部直下地震,4,seismic_intensity,REAL,0,,0
hazard_seismic_50m_都心東部直下地震,5,source_resource_id,TEXT,0,,0
hazard_seismic_50m_都心東部直下地震,6,source_resource,TEXT,0,,0
hazard_seismic_50m_都心東部直下地震,7,source_url,TEXT,0,,0
hazard_seismic_50m_都心西部直下地震,0,fid,INTEGER,1,,1
hazard_seismic_50m_都心西部直下地震,1,geom,POLYGON,0,,0
hazard_seismic_50m_都心西部直下地震,2,mesh_code,TEXT,0,,0
hazard_seismic_50m_都心西部直下地震,3,scenario,TEXT,0,,0
hazard_seismic_50m_都心西部直下地震,4,seismic_intensity,REAL,0,,0
hazard_seismic_50m_都心西部直下地震,5,source_resource_id,TEXT,0,,0
hazard_seismic_50m_都心西部直下地震,6,source_resource,TEXT,0,,0
hazard_seismic_50m_都心西部直下地震,7,source_url,TEXT,0,,0
hazard_source_manifest,0,dataset_no,INTEGER,0,,0
hazard_source_manifest,1,dataset_key,TEXT,0,,0
hazard_source_manifest,2,title,TEXT,0,,0
hazard_source_manifest,3,source_org,TEXT,0,,0
hazard_source_manifest,4,acquisition,TEXT,0,,0
hazard_source_manifest,5,source_url,TEXT,0,,0
hazard_source_manifest,6,resource,TEXT,0,,0
hazard_source_manifest,7,layer,TEXT,0,,0
hazard_source_manifest,8,geometry_type,TEXT,0,,0
hazard_source_manifest,9,row_count,INTEGER,0,,0
hazard_source_manifest,10,status,TEXT,0,,0
hazard_source_manifest,11,note,TEXT,0,,0
hazard_source_manifest,12,ingested_at,TEXT,0,,0
hazard_source_manifest,13,license,TEXT,0,,0
hazard_source_manifest,14,license_url,TEXT,0,,0
hazard_source_manifest,15,redistribution,TEXT,0,,0
hazard_source_manifest,16,commercial_use,TEXT,0,,0
hazard_source_manifest,17,modification,TEXT,0,,0
hazard_source_manifest,18,redistribution_status,TEXT,0,,0
hazard_source_manifest,19,attribution,TEXT,0,,0
hazard_source_manifest,20,usage_note,TEXT,0,,0
hazard_source_manifest,21,license_checked_at,TEXT,0,,0
hazard_storm_surge_depth,0,fid,INTEGER,1,,1
hazard_storm_surge_depth,1,geom,POLYGON,0,,0
hazard_storm_surge_depth,2,X,INTEGER,0,,0
hazard_storm_surge_depth,3,Y,INTEGER,0,,0
hazard_storm_surge_depth,4,CX,MEDIUMINT,0,,0
hazard_storm_surge_depth,5,CY,MEDIUMINT,0,,0
hazard_storm_surge_depth,6,DepthM,REAL,0,,0
hazard_storm_surge_depth,7,source_member,TEXT,0,,0
hazard_storm_surge_depth,8,source_dataset_id,TEXT,0,,0
hazard_storm_surge_depth,9,source_resource_id,TEXT,0,,0
hazard_storm_surge_depth,10,source_resource,TEXT,0,,0
hazard_storm_surge_depth,11,source_url,TEXT,0,,0
hazard_storm_surge_duration,0,fid,INTEGER,1,,1
hazard_storm_surge_duration,1,geom,POLYGON,0,,0
hazard_storm_surge_duration,2,X,INTEGER,0,,0
hazard_storm_surge_duration,3,Y,INTEGER,0,,0
hazard_storm_surge_duration,4,CX,MEDIUMINT,0,,0
hazard_storm_surge_duration,5,CY,MEDIUMINT,0,,0
hazard_storm_surge_duration,6,TermMin,INTEGER,0,,0
hazard_storm_surge_duration,7,備考,TEXT,0,,0
hazard_storm_surge_duration,8,source_member,TEXT,0,,0
hazard_storm_surge_duration,9,source_dataset_id,TEXT,0,,0
hazard_storm_surge_duration,10,source_resource_id,TEXT,0,,0
hazard_storm_surge_duration,11,source_resource,TEXT,0,,0
hazard_storm_surge_duration,12,source_url,TEXT,0,,0
hazard_storm_surge_house_collapse,0,fid,INTEGER,1,,1
hazard_storm_surge_house_collapse,1,geom,POLYGON,0,,0
hazard_storm_surge_house_collapse,2,X,INTEGER,0,,0
hazard_storm_surge_house_collapse,3,Y,INTEGER,0,,0
hazard_storm_surge_house_collapse,4,CX,MEDIUMINT,0,,0
hazard_storm_surge_house_collapse,5,CY,MEDIUMINT,0,,0
hazard_storm_surge_house_collapse,6,source_member,TEXT,0,,0
hazard_storm_surge_house_collapse,7,source_dataset_id,TEXT,0,,0
hazard_storm_surge_house_collapse,8,source_resource_id,TEXT,0,,0
hazard_storm_surge_house_collapse,9,source_resource,TEXT,0,,0
hazard_storm_surge_house_collapse,10,source_url,TEXT,0,,0
hazard_tsunami_arrival_三宅島_南海トラフ巨大地震_ケース1,0,fid,INTEGER,1,,1
hazard_tsunami_arrival_三宅島_南海トラフ巨大地震_ケース1,1,geom,POINT,0,,0
hazard_tsunami_arrival_三宅島_南海トラフ巨大地震_ケース1,2,area,TEXT,0,,0
hazard_tsunami_arrival_三宅島_南海トラフ巨大地震_ケース1,3,scenario,TEXT,0,,0
hazard_tsunami_arrival_三宅島_南海トラフ巨大地震_ケース1,4,x_m,INTEGER,0,,0
hazard_tsunami_arrival_三宅島_南海トラフ巨大地震_ケース1,5,y_m,INTEGER,0,,0
hazard_tsunami_arrival_三宅島_南海トラフ巨大地震_ケース1,6,lon,REAL,0,,0
hazard_tsunami_arrival_三宅島_南海トラフ巨大地震_ケース1,7,lat,REAL,0,,0
hazard_tsunami_arrival_三宅島_南海トラフ巨大地震_ケース1,8,source_resource_id,TEXT,0,,0
hazard_tsunami_arrival_三宅島_南海トラフ巨大地震_ケース1,9,source_resource,TEXT,0,,0
hazard_tsunami_arrival_三宅島_南海トラフ巨大地震_ケース1,10,source_url,TEXT,0,,0
hazard_tsunami_arrival_三宅島_南海トラフ巨大地震_ケース1,11,arrival_1cm_s,REAL,0,,0
hazard_tsunami_arrival_三宅島_南海トラフ巨大地震_ケース1,12,arrival_30cm_s,REAL,0,,0
hazard_tsunami_arrival_三宅島_南海トラフ巨大地震_ケース1,13,arrival_1m_s,REAL,0,,0
hazard_tsunami_arrival_三宅島_南海トラフ巨大地震_ケース1,14,arrival_maxlevel_s,REAL,0,,0
hazard_tsunami_arrival_三宅島_南海トラフ巨大地震_ケース2,0,fid,INTEGER,1,,1
hazard_tsunami_arrival_三宅島_南海トラフ巨大地震_ケース2,1,geom,POINT,0,,0
hazard_tsunami_arrival_三宅島_南海トラフ巨大地震_ケース2,2,area,TEXT,0,,0
hazard_tsunami_arrival_三宅島_南海トラフ巨大地震_ケース2,3,scenario,TEXT,0,,0
hazard_tsunami_arrival_三宅島_南海トラフ巨大地震_ケース2,4,x_m,INTEGER,0,,0
hazard_tsunami_arrival_三宅島_南海トラフ巨大地震_ケース2,5,y_m,INTEGER,0,,0
hazard_tsunami_arrival_三宅島_南海トラフ巨大地震_ケース2,6,lon,REAL,0,,0
hazard_tsunami_arrival_三宅島_南海トラフ巨大地震_ケース2,7,lat,REAL,0,,0
hazard_tsunami_arrival_三宅島_南海トラフ巨大地震_ケース2,8,source_resource_id,TEXT,0,,0
hazard_tsunami_arrival_三宅島_南海トラフ巨大地震_ケース2,9,source_resource,TEXT,0,,0
hazard_tsunami_arrival_三宅島_南海トラフ巨大地震_ケース2,10,source_url,TEXT,0,,0
hazard_tsunami_arrival_三宅島_南海トラフ巨大地震_ケース2,11,arrival_1cm_s,REAL,0,,0
hazard_tsunami_arrival_三宅島_南海トラフ巨大地震_ケース2,12,arrival_30cm_s,REAL,0,,0
hazard_tsunami_arrival_三宅島_南海トラフ巨大地震_ケース2,13,arrival_1m_s,REAL,0,,0
hazard_tsunami_arrival_三宅島_南海トラフ巨大地震_ケース2,14,arrival_maxlevel_s,REAL,0,,0
hazard_tsunami_arrival_三宅島_南海トラフ巨大地震_ケース5,0,fid,INTEGER,1,,1
hazard_tsunami_arrival_三宅島_南海トラフ巨大地震_ケース5,1,geom,POINT,0,,0
hazard_tsunami_arrival_三宅島_南海トラフ巨大地震_ケース5,2,area,TEXT,0,,0
hazard_tsunami_arrival_三宅島_南海トラフ巨大地震_ケース5,3,scenario,TEXT,0,,0
hazard_tsunami_arrival_三宅島_南海トラフ巨大地震_ケース5,4,x_m,INTEGER,0,,0
hazard_tsunami_arrival_三宅島_南海トラフ巨大地震_ケース5,5,y_m,INTEGER,0,,0
hazard_tsunami_arrival_三宅島_南海トラフ巨大地震_ケース5,6,lon,REAL,0,,0
hazard_tsunami_arrival_三宅島_南海トラフ巨大地震_ケース5,7,lat,REAL,0,,0
hazard_tsunami_arrival_三宅島_南海トラフ巨大地震_ケース5,8,source_resource_id,TEXT,0,,0
hazard_tsunami_arrival_三宅島_南海トラフ巨大地震_ケース5,9,source_resource,TEXT,0,,0
hazard_tsunami_arrival_三宅島_南海トラフ巨大地震_ケース5,10,source_url,TEXT,0,,0
hazard_tsunami_arrival_三宅島_南海トラフ巨大地震_ケース5,11,arrival_1cm_s,REAL,0,,0
hazard_tsunami_arrival_三宅島_南海トラフ巨大地震_ケース5,12,arrival_30cm_s,REAL,0,,0
hazard_tsunami_arrival_三宅島_南海トラフ巨大地震_ケース5,13,arrival_1m_s,REAL,0,,0
hazard_tsunami_arrival_三宅島_南海トラフ巨大地震_ケース5,14,arrival_maxlevel_s,REAL,0,,0
hazard_tsunami_arrival_三宅島_南海トラフ巨大地震_ケース6,0,fid,INTEGER,1,,1
hazard_tsunami_arrival_三宅島_南海トラフ巨大地震_ケース6,1,geom,POINT,0,,0
hazard_tsunami_arrival_三宅島_南海トラフ巨大地震_ケース6,2,area,TEXT,0,,0
hazard_tsunami_arrival_三宅島_南海トラフ巨大地震_ケース6,3,scenario,TEXT,0,,0
hazard_tsunami_arrival_三宅島_南海トラフ巨大地震_ケース6,4,x_m,INTEGER,0,,0
