dataset_no,dataset_key,title,source_org,acquisition,source_url,resource,layer,geometry_type,row_count,status,note,ingested_at,license,license_url,redistribution,commercial_use,modification,redistribution_status,attribution,usage_note,license_checked_at
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/26_aogashima_nannkaitorafucase6_sinnsuisinn.csv,青ヶ島_南海トラフ巨大地震_ケース6_浸水深,hazard_tsunami_depth_青ヶ島_南海トラフ巨大地震_ケース6,Point (explicit CSV longitude/latitude),2330,ok,"area=青ヶ島; scenario=南海トラフ巨大地震_ケース6; metric=depth; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:29:50+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/27_chichijima_nannkaitorafucase6_toutatujikann.csv,父島_南海トラフ巨大地震_ケース6_到達時間,hazard_tsunami_arrival_父島_南海トラフ巨大地震_ケース6,Point (explicit CSV longitude/latitude),16701,ok,"area=父島; scenario=南海トラフ巨大地震_ケース6; metric=arrival; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:29:50+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/28_chichijima_nannkaitorafucase6_tunamidaka.csv,父島_南海トラフ巨大地震_ケース6_津波高,hazard_tsunami_height_父島_南海トラフ巨大地震_ケース6,Point (explicit CSV longitude/latitude),16701,ok,"area=父島; scenario=南海トラフ巨大地震_ケース6; metric=height; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:29:51+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/29_chichijima_nannkaitorafucase6_sinnsuisinn.csv,父島_南海トラフ巨大地震_ケース6_浸水深,hazard_tsunami_depth_父島_南海トラフ巨大地震_ケース6,Point (explicit CSV longitude/latitude),16701,ok,"area=父島; scenario=南海トラフ巨大地震_ケース6; metric=depth; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:29:51+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/30_hahajima_nannkaitorafucase6_toutatujikann.csv,母島_南海トラフ巨大地震_ケース6_到達時間,hazard_tsunami_arrival_母島_南海トラフ巨大地震_ケース6,Point (explicit CSV longitude/latitude),6620,ok,"area=母島; scenario=南海トラフ巨大地震_ケース6; metric=arrival; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:29:52+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/31_hahajima_nannkaitorafucase6_tunamidaka.csv,母島_南海トラフ巨大地震_ケース6_津波高,hazard_tsunami_height_母島_南海トラフ巨大地震_ケース6,Point (explicit CSV longitude/latitude),6620,ok,"area=母島; scenario=南海トラフ巨大地震_ケース6; metric=height; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:29:52+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/32_hahajima_nannkaitorafucase6_sinnsuisinn.csv,母島_南海トラフ巨大地震_ケース6_浸水深,hazard_tsunami_depth_母島_南海トラフ巨大地震_ケース6,Point (explicit CSV longitude/latitude),6620,ok,"area=母島; scenario=南海トラフ巨大地震_ケース6; metric=depth; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:29:52+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/0_kubu_nannkaitorafucase8_toutatujikann.csv,区部_南海トラフ巨大地震_ケース8_到達時間,hazard_tsunami_arrival_区部_南海トラフ巨大地震_ケース8,Point (explicit CSV longitude/latitude),45314,ok,"area=区部; scenario=南海トラフ巨大地震_ケース8; metric=arrival; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:29:53+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/1_kubu_nannkaitorafucase8_tunamidaka.csv,区部_南海トラフ巨大地震_ケース8_津波高,hazard_tsunami_height_区部_南海トラフ巨大地震_ケース8,Point (explicit CSV longitude/latitude),45314,ok,"area=区部; scenario=南海トラフ巨大地震_ケース8; metric=height; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:29:54+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/2_kubu_nannkaitorafucase8_sinnsuisinn.csv,区部_南海トラフ巨大地震_ケース8_浸水深,hazard_tsunami_depth_区部_南海トラフ巨大地震_ケース8,Point (explicit CSV longitude/latitude),45314,ok,"area=区部; scenario=南海トラフ巨大地震_ケース8; metric=depth; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:29:56+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/3_oshima_nannkaitorafucase8_toutatujikann.csv,大島_南海トラフ巨大地震_ケース8_到達時間,hazard_tsunami_arrival_大島_南海トラフ巨大地震_ケース8,Point (explicit CSV longitude/latitude),13792,ok,"area=大島; scenario=南海トラフ巨大地震_ケース8; metric=arrival; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:29:56+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/4_oshima_nannkaitorafucase8_tunamidaka.csv,大島_南海トラフ巨大地震_ケース8_津波高,hazard_tsunami_height_大島_南海トラフ巨大地震_ケース8,Point (explicit CSV longitude/latitude),13792,ok,"area=大島; scenario=南海トラフ巨大地震_ケース8; metric=height; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:29:56+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/5_oshima_nannkaitorafucase8_sinnsuisinn.csv,大島_南海トラフ巨大地震_ケース8_浸水深,hazard_tsunami_depth_大島_南海トラフ巨大地震_ケース8,Point (explicit CSV longitude/latitude),13792,ok,"area=大島; scenario=南海トラフ巨大地震_ケース8; metric=depth; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:29:57+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/6_toshima_nannkaitorafucase8_toutatujikann.csv,利島_南海トラフ巨大地震_ケース8_到達時間,hazard_tsunami_arrival_利島_南海トラフ巨大地震_ケース8,Point (explicit CSV longitude/latitude),2430,ok,"area=利島; scenario=南海トラフ巨大地震_ケース8; metric=arrival; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:29:57+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/7_toshima_nannkaitorafucase8_tunamidaka.csv,利島_南海トラフ巨大地震_ケース8_津波高,hazard_tsunami_height_利島_南海トラフ巨大地震_ケース8,Point (explicit CSV longitude/latitude),2430,ok,"area=利島; scenario=南海トラフ巨大地震_ケース8; metric=height; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:29:57+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/8_toshima_nannkaitorafucase8_sinnsuisinn.csv,利島_南海トラフ巨大地震_ケース8_浸水深,hazard_tsunami_depth_利島_南海トラフ巨大地震_ケース8,Point (explicit CSV longitude/latitude),2430,ok,"area=利島; scenario=南海トラフ巨大地震_ケース8; metric=depth; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:29:57+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/9_niijimashikinejima_nannkaitorafucase8_toutatujikann.csv,新島・式根島_南海トラフ巨大地震_ケース8_到達時間,hazard_tsunami_arrival_新島_式根島_南海トラフ巨大地震_ケース8,Point (explicit CSV longitude/latitude),25266,ok,"area=新島・式根島; scenario=南海トラフ巨大地震_ケース8; metric=arrival; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:29:58+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/10_niijimashikinejima_nannkaitorafucase8_tunamidaka.csv,新島・式根島_南海トラフ巨大地震_ケース8_津波高,hazard_tsunami_height_新島_式根島_南海トラフ巨大地震_ケース8,Point (explicit CSV longitude/latitude),25266,ok,"area=新島・式根島; scenario=南海トラフ巨大地震_ケース8; metric=height; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:29:59+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/11_niijimashikinejima_nannkaitorafucase8_sinnsuisinn.csv,新島・式根島_南海トラフ巨大地震_ケース8_浸水深,hazard_tsunami_depth_新島_式根島_南海トラフ巨大地震_ケース8,Point (explicit CSV longitude/latitude),25266,ok,"area=新島・式根島; scenario=南海トラフ巨大地震_ケース8; metric=depth; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:30:00+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/12_kozushima_nannkaitorafucase8_toutatujikann.csv,神津島_南海トラフ巨大地震_ケース8_到達時間,hazard_tsunami_arrival_神津島_南海トラフ巨大地震_ケース8,Point (explicit CSV longitude/latitude),12325,ok,"area=神津島; scenario=南海トラフ巨大地震_ケース8; metric=arrival; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:30:00+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/13_kozushima_nannkaitorafucase8_tunamidaka.csv,神津島_南海トラフ巨大地震_ケース8_津波高,hazard_tsunami_height_神津島_南海トラフ巨大地震_ケース8,Point (explicit CSV longitude/latitude),12325,ok,"area=神津島; scenario=南海トラフ巨大地震_ケース8; metric=height; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:30:00+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/14_kozushima_nannkaitorafucase8_sinnsuisinn.csv,神津島_南海トラフ巨大地震_ケース8_浸水深,hazard_tsunami_depth_神津島_南海トラフ巨大地震_ケース8,Point (explicit CSV longitude/latitude),12325,ok,"area=神津島; scenario=南海トラフ巨大地震_ケース8; metric=depth; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:30:01+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/15_miyakejima_nannkaitorafucase8_toutatujikann.csv,三宅島_南海トラフ巨大地震_ケース8_到達時間,hazard_tsunami_arrival_三宅島_南海トラフ巨大地震_ケース8,Point (explicit CSV longitude/latitude),15435,ok,"area=三宅島; scenario=南海トラフ巨大地震_ケース8; metric=arrival; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:30:01+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/16_miyakejima_nannkaitorafucase8_tunamidaka.csv,三宅島_南海トラフ巨大地震_ケース8_津波高,hazard_tsunami_height_三宅島_南海トラフ巨大地震_ケース8,Point (explicit CSV longitude/latitude),15435,ok,"area=三宅島; scenario=南海トラフ巨大地震_ケース8; metric=height; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:30:02+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/17_miyakejima_nannkaitorafucase8_sinnsuisinn.csv,三宅島_南海トラフ巨大地震_ケース8_浸水深,hazard_tsunami_depth_三宅島_南海トラフ巨大地震_ケース8,Point (explicit CSV longitude/latitude),15435,ok,"area=三宅島; scenario=南海トラフ巨大地震_ケース8; metric=depth; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:30:02+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/18_miakurajima_nannkaitorafucase8_toutatujikann.csv,御蔵島_南海トラフ巨大地震_ケース8_到達時間,hazard_tsunami_arrival_御蔵島_南海トラフ巨大地震_ケース8,Point (explicit CSV longitude/latitude),2808,ok,"area=御蔵島; scenario=南海トラフ巨大地震_ケース8; metric=arrival; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:30:03+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/19_miakurajima_nannkaitorafucase8_tunamidaka.csv,御蔵島_南海トラフ巨大地震_ケース8_津波高,hazard_tsunami_height_御蔵島_南海トラフ巨大地震_ケース8,Point (explicit CSV longitude/latitude),2808,ok,"area=御蔵島; scenario=南海トラフ巨大地震_ケース8; metric=height; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:30:03+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/20_miakurajima_nannkaitorafucase8_sinnsuisinn.csv,御蔵島_南海トラフ巨大地震_ケース8_浸水深,hazard_tsunami_depth_御蔵島_南海トラフ巨大地震_ケース8,Point (explicit CSV longitude/latitude),2808,ok,"area=御蔵島; scenario=南海トラフ巨大地震_ケース8; metric=depth; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:30:03+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/21_hachijoujima_nannkaitorafucase8_toutatujikann.csv,八丈島_南海トラフ巨大地震_ケース8_到達時間,hazard_tsunami_arrival_八丈島_南海トラフ巨大地震_ケース8,Point (explicit CSV longitude/latitude),13414,ok,"area=八丈島; scenario=南海トラフ巨大地震_ケース8; metric=arrival; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:30:03+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/22_hachijoujima_nannkaitorafucase8_tunamidaka.csv,八丈島_南海トラフ巨大地震_ケース8_津波高,hazard_tsunami_height_八丈島_南海トラフ巨大地震_ケース8,Point (explicit CSV longitude/latitude),13414,ok,"area=八丈島; scenario=南海トラフ巨大地震_ケース8; metric=height; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:30:04+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/23_hachijoujima_nannkaitorafucase8_sinnsuisinn.csv,八丈島_南海トラフ巨大地震_ケース8_浸水深,hazard_tsunami_depth_八丈島_南海トラフ巨大地震_ケース8,Point (explicit CSV longitude/latitude),13414,ok,"area=八丈島; scenario=南海トラフ巨大地震_ケース8; metric=depth; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:30:04+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
