river,municipality_code,municipality_name,0–0.5 m,0.5–3 m,3–5 m,5 m以上,Total
荒川,13110,中央区,0,0,0,0,0
荒川,13110,千代田区,0,0,0,0,0
荒川,13110,台東区,0,0,0,0,0
荒川,13110,国立市,0,0,0,0,0
荒川,13110,墨田区,0,0,0,0,0
荒川,13110,大田区,0,0,0,0,0
荒川,13110,府中市,0,0,0,0,0
荒川,13110,日野市,0,0,0,0,0
荒川,13110,昭島市,0,0,0,0,0
荒川,13110,板橋区,0,0,0,0,0
荒川,13110,江戸川区,0,0,0,0,0
荒川,13110,江東区,0,0,0,0,0
荒川,13110,港区,0,0,0,0,0
荒川,13110,狛江市,0,0,0,0,0
荒川,13110,目黒区,0,0,0,0,0
荒川,13110,福生市,0,0,0,0,0
荒川,13110,荒川区,0,0,0,0,0
荒川,13110,葛飾区,0,0,0,0,0
荒川,13110,調布市,0,0,0,0,0
荒川,13110,足立区,0,0,0,0,0
荒川,13110,青梅市,0,0,0,0,0
荒川,13111,あきる野市,0,0,0,0,0
荒川,13111,中央区,0,0,0,0,0
荒川,13111,千代田区,0,0,0,0,0
荒川,13111,台東区,0,0,0,0,0
荒川,13111,国立市,0,0,0,0,0
荒川,13111,墨田区,0,0,0,0,0
荒川,13111,大田区,0,0,0,0,0
荒川,13111,府中市,0,0,0,0,0
荒川,13111,日野市,0,0,0,0,0
荒川,13111,昭島市,0,0,0,0,0
荒川,13111,板橋区,0,0,0,0,0
荒川,13111,江戸川区,0,0,0,0,0
荒川,13111,江東区,0,0,0,0,0
荒川,13111,港区,0,0,0,0,0
荒川,13111,狛江市,0,0,0,0,0
荒川,13111,目黒区,0,0,0,0,0
荒川,13111,福生市,0,0,0,0,0
荒川,13111,荒川区,0,0,0,0,0
荒川,13111,葛飾区,0,0,0,0,0
荒川,13111,調布市,0,0,0,0,0
荒川,13111,足立区,0,0,0,0,0
荒川,13111,青梅市,0,0,0,0,0
荒川,13118,あきる野市,0,0,0,0,0
荒川,13118,中央区,0,0,0,0,0
荒川,13118,千代田区,0,0,0,0,0
荒川,13118,台東区,0,0,0,0,0
荒川,13118,国立市,0,0,0,0,0
荒川,13118,墨田区,0,0,0,0,0
荒川,13118,大田区,0,0,0,0,0
荒川,13118,府中市,0,0,0,0,0
荒川,13118,日野市,0,0,0,0,0
荒川,13118,昭島市,0,0,0,0,0
荒川,13118,板橋区,0,0,0,0,0
荒川,13118,江戸川区,0,0,0,0,0
荒川,13118,江東区,0,0,0,0,0
荒川,13118,港区,0,0,0,0,0
荒川,13118,狛江市,0,0,0,0,0
荒川,13118,目黒区,0,0,0,0,0
荒川,13118,福生市,0,0,0,0,0
荒川,13118,荒川区,0,0,1,0,1
荒川,13118,葛飾区,0,0,0,0,0
荒川,13118,調布市,0,0,0,0,0
荒川,13118,足立区,0,0,0,0,0
荒川,13118,青梅市,0,0,0,0,0
荒川,13119,あきる野市,0,0,0,0,0
荒川,13119,中央区,0,0,0,0,0
荒川,13119,千代田区,0,0,0,0,0
荒川,13119,台東区,0,0,0,0,0
荒川,13119,国立市,0,0,0,0,0
荒川,13119,墨田区,0,0,0,0,0
荒川,13119,大田区,0,0,0,0,0
荒川,13119,府中市,0,0,0,0,0
荒川,13119,日野市,0,0,0,0,0
荒川,13119,昭島市,0,0,0,0,0
荒川,13119,板橋区,0,0,0,1,1
荒川,13119,江戸川区,0,0,0,0,0
荒川,13119,江東区,0,0,0,0,0
荒川,13119,港区,0,0,0,0,0
荒川,13119,狛江市,0,0,0,0,0
荒川,13119,目黒区,0,0,0,0,0
荒川,13119,福生市,0,0,0,0,0
荒川,13119,荒川区,0,0,0,0,0
荒川,13119,葛飾区,0,0,0,0,0
荒川,13119,調布市,0,0,0,0,0
荒川,13119,足立区,0,0,0,0,0
荒川,13119,青梅市,0,0,0,0,0
荒川,13121,あきる野市,0,0,0,0,0
荒川,13121,中央区,0,0,0,0,0
荒川,13121,千代田区,0,0,0,0,0
荒川,13121,台東区,0,0,0,0,0
荒川,13121,国立市,0,0,0,0,0
荒川,13121,墨田区,0,0,0,0,0
荒川,13121,大田区,0,0,0,0,0
荒川,13121,府中市,0,0,0,0,0
荒川,13121,日野市,0,0,0,0,0
荒川,13121,昭島市,0,0,0,0,0
荒川,13121,板橋区,0,0,0,0,0
荒川,13121,江戸川区,0,0,0,0,0
荒川,13121,江東区,0,0,0,0,0
荒川,13121,港区,0,0,0,0,0
荒川,13121,狛江市,0,0,0,0,0
荒川,13121,目黒区,0,0,0,0,0
荒川,13121,福生市,0,0,0,0,0
荒川,13121,荒川区,0,0,0,0,0
荒川,13121,葛飾区,0,0,0,0,0
荒川,13121,調布市,0,0,0,0,0
荒川,13121,足立区,0,1,0,0,1
荒川,13121,青梅市,0,0,0,0,0
荒川,13122,あきる野市,0,0,0,0,0
荒川,13122,中央区,0,0,0,0,0
荒川,13122,千代田区,0,0,0,0,0
荒川,13122,台東区,0,0,0,0,0
荒川,13122,国立市,0,0,0,0,0
荒川,13122,墨田区,0,0,0,0,0
荒川,13122,大田区,0,0,0,0,0
荒川,13122,府中市,0,0,0,0,0
荒川,13122,日野市,0,0,0,0,0
荒川,13122,昭島市,0,0,0,0,0
荒川,13122,板橋区,0,0,0,0,0
荒川,13122,江戸川区,0,0,0,0,0
荒川,13122,江東区,0,0,0,0,0
荒川,13122,港区,0,0,0,0,0
荒川,13122,狛江市,0,0,0,0,0
荒川,13122,目黒区,0,0,0,0,0
荒川,13122,福生市,0,0,0,0,0
荒川,13122,荒川区,0,0,0,0,0
荒川,13122,葛飾区,0,2,4,0,6
荒川,13122,調布市,0,0,0,0,0
荒川,13122,足立区,0,0,0,0,0
荒川,13122,青梅市,0,0,0,0,0
荒川,13123,あきる野市,0,0,0,0,0
荒川,13123,中央区,0,0,0,0,0
荒川,13123,千代田区,0,0,0,0,0
荒川,13123,台東区,0,0,0,0,0
荒川,13123,国立市,0,0,0,0,0
荒川,13123,墨田区,0,0,0,0,0
荒川,13123,大田区,0,0,0,0,0
荒川,13123,府中市,0,0,0,0,0
荒川,13123,日野市,0,0,0,0,0
荒川,13123,昭島市,0,0,0,0,0
荒川,13123,板橋区,0,0,0,0,0
荒川,13123,江戸川区,3,0,0,0,3
荒川,13123,江東区,0,0,0,0,0
荒川,13123,港区,0,0,0,0,0
荒川,13123,狛江市,0,0,0,0,0
荒川,13123,目黒区,0,0,0,0,0
荒川,13123,福生市,0,0,0,0,0
荒川,13123,荒川区,0,0,0,0,0
荒川,13123,葛飾区,0,0,0,0,0
荒川,13123,調布市,0,0,0,0,0
荒川,13123,足立区,0,0,0,0,0
荒川,13123,青梅市,0,0,0,0,0
荒川,13205,あきる野市,0,0,0,0,0
荒川,13205,中央区,0,0,0,0,0
荒川,13205,千代田区,0,0,0,0,0
荒川,13205,台東区,0,0,0,0,0
荒川,13205,国立市,0,0,0,0,0
荒川,13205,墨田区,0,0,0,0,0
荒川,13205,大田区,0,0,0,0,0
荒川,13205,府中市,0,0,0,0,0
荒川,13205,日野市,0,0,0,0,0
荒川,13205,昭島市,0,0,0,0,0
荒川,13205,板橋区,0,0,0,0,0
荒川,13205,江戸川区,0,0,0,0,0
荒川,13205,江東区,0,0,0,0,0
荒川,13205,港区,0,0,0,0,0
荒川,13205,狛江市,0,0,0,0,0
荒川,13205,目黒区,0,0,0,0,0
荒川,13205,福生市,0,0,0,0,0
荒川,13205,荒川区,0,0,0,0,0
荒川,13205,葛飾区,0,0,0,0,0
荒川,13205,調布市,0,0,0,0,0
荒川,13205,足立区,0,0,0,0,0
荒川,13205,青梅市,0,0,0,0,0
荒川,13206,あきる野市,0,0,0,0,0
荒川,13206,中央区,0,0,0,0,0
荒川,13206,千代田区,0,0,0,0,0
荒川,13206,台東区,0,0,0,0,0
荒川,13206,国立市,0,0,0,0,0
荒川,13206,墨田区,0,0,0,0,0
荒川,13206,大田区,0,0,0,0,0
荒川,13206,府中市,0,0,0,0,0
荒川,13206,日野市,0,0,0,0,0
荒川,13206,昭島市,0,0,0,0,0
荒川,13206,板橋区,0,0,0,0,0
荒川,13206,江戸川区,0,0,0,0,0
荒川,13206,江東区,0,0,0,0,0
荒川,13206,港区,0,0,0,0,0
荒川,13206,狛江市,0,0,0,0,0
荒川,13206,目黒区,0,0,0,0,0
荒川,13206,福生市,0,0,0,0,0
荒川,13206,荒川区,0,0,0,0,0
荒川,13206,葛飾区,0,0,0,0,0
荒川,13206,調布市,0,0,0,0,0
荒川,13206,足立区,0,0,0,0,0
荒川,13206,青梅市,0,0,0,0,0
荒川,13207,あきる野市,0,0,0,0,0
荒川,13207,中央区,0,0,0,0,0
荒川,13207,千代田区,0,0,0,0,0
荒川,13207,台東区,0,0,0,0,0
荒川,13207,国立市,0,0,0,0,0
荒川,13207,墨田区,0,0,0,0,0
荒川,13207,大田区,0,0,0,0,0
荒川,13207,府中市,0,0,0,0,0
荒川,13207,日野市,0,0,0,0,0
荒川,13207,昭島市,0,0,0,0,0
荒川,13207,板橋区,0,0,0,0,0
荒川,13207,江戸川区,0,0,0,0,0
荒川,13207,江東区,0,0,0,0,0
荒川,13207,港区,0,0,0,0,0
荒川,13207,狛江市,0,0,0,0,0
荒川,13207,目黒区,0,0,0,0,0
荒川,13207,福生市,0,0,0,0,0
荒川,13207,荒川区,0,0,0,0,0
荒川,13207,葛飾区,0,0,0,0,0
荒川,13207,調布市,0,0,0,0,0
荒川,13207,足立区,0,0,0,0,0
荒川,13207,青梅市,0,0,0,0,0
荒川,13208,あきる野市,0,0,0,0,0
荒川,13208,中央区,0,0,0,0,0
荒川,13208,千代田区,0,0,0,0,0
荒川,13208,台東区,0,0,0,0,0
荒川,13208,国立市,0,0,0,0,0
荒川,13208,墨田区,0,0,0,0,0
荒川,13208,大田区,0,0,0,0,0
荒川,13208,府中市,0,0,0,0,0
荒川,13208,日野市,0,0,0,0,0
荒川,13208,昭島市,0,0,0,0,0
荒川,13208,板橋区,0,0,0,0,0
荒川,13208,江戸川区,0,0,0,0,0
荒川,13208,江東区,0,0,0,0,0
荒川,13208,港区,0,0,0,0,0
荒川,13208,狛江市,0,0,0,0,0
荒川,13208,目黒区,0,0,0,0,0
荒川,13208,福生市,0,0,0,0,0
荒川,13208,荒川区,0,0,0,0,0
荒川,13208,葛飾区,0,0,0,0,0
荒川,13208,調布市,0,0,0,0,0
荒川,13208,足立区,0,0,0,0,0
荒川,13208,青梅市,0,0,0,0,0
荒川,13212,あきる野市,0,0,0,0,0
荒川,13212,中央区,0,0,0,0,0
荒川,13212,千代田区,0,0,0,0,0
荒川,13212,台東区,0,0,0,0,0
荒川,13212,国立市,0,0,0,0,0
荒川,13212,墨田区,0,0,0,0,0
荒川,13212,大田区,0,0,0,0,0
荒川,13212,府中市,0,0,0,0,0
荒川,13212,日野市,0,0,0,0,0
荒川,13212,昭島市,0,0,0,0,0
荒川,13212,板橋区,0,0,0,0,0
荒川,13212,江戸川区,0,0,0,0,0
荒川,13212,江東区,0,0,0,0,0
荒川,13212,港区,0,0,0,0,0
荒川,13212,狛江市,0,0,0,0,0
荒川,13212,目黒区,0,0,0,0,0
荒川,13212,福生市,0,0,0,0,0
荒川,13212,荒川区,0,0,0,0,0
荒川,13212,葛飾区,0,0,0,0,0
荒川,13212,調布市,0,0,0,0,0
荒川,13212,足立区,0,0,0,0,0
荒川,13212,青梅市,0,0,0,0,0
荒川,13215,あきる野市,0,0,0,0,0
荒川,13215,中央区,0,0,0,0,0
荒川,13215,千代田区,0,0,0,0,0
荒川,13215,台東区,0,0,0,0,0
荒川,13215,国立市,0,0,0,0,0
荒川,13215,墨田区,0,0,0,0,0
荒川,13215,大田区,0,0,0,0,0
荒川,13215,府中市,0,0,0,0,0
荒川,13215,日野市,0,0,0,0,0
荒川,13215,昭島市,0,0,0,0,0
荒川,13215,板橋区,0,0,0,0,0
荒川,13215,江戸川区,0,0,0,0,0
荒川,13215,江東区,0,0,0,0,0
荒川,13215,港区,0,0,0,0,0
荒川,13215,狛江市,0,0,0,0,0
荒川,13215,目黒区,0,0,0,0,0
荒川,13215,福生市,0,0,0,0,0
荒川,13215,荒川区,0,0,0,0,0
荒川,13215,葛飾区,0,0,0,0,0
荒川,13215,調布市,0,0,0,0,0
荒川,13215,足立区,0,0,0,0,0
荒川,13215,青梅市,0,0,0,0,0
荒川,13218,あきる野市,0,0,0,0,0
荒川,13218,中央区,0,0,0,0,0
荒川,13218,千代田区,0,0,0,0,0
荒川,13218,台東区,0,0,0,0,0
荒川,13218,国立市,0,0,0,0,0
荒川,13218,墨田区,0,0,0,0,0
荒川,13218,大田区,0,0,0,0,0
荒川,13218,府中市,0,0,0,0,0
荒川,13218,日野市,0,0,0,0,0
荒川,13218,昭島市,0,0,0,0,0
荒川,13218,板橋区,0,0,0,0,0
荒川,13218,江戸川区,0,0,0,0,0
荒川,13218,江東区,0,0,0,0,0
荒川,13218,港区,0,0,0,0,0
荒川,13218,狛江市,0,0,0,0,0
荒川,13218,目黒区,0,0,0,0,0
荒川,13218,福生市,0,0,0,0,0
荒川,13218,荒川区,0,0,0,0,0
荒川,13218,葛飾区,0,0,0,0,0
荒川,13218,調布市,0,0,0,0,0
荒川,13218,足立区,0,0,0,0,0
荒川,13218,青梅市,0,0,0,0,0
荒川,13219,あきる野市,0,0,0,0,0
荒川,13219,中央区,0,0,0,0,0
荒川,13219,千代田区,0,0,0,0,0
荒川,13219,台東区,0,0,0,0,0
荒川,13219,国立市,0,0,0,0,0
荒川,13219,墨田区,0,0,0,0,0
荒川,13219,大田区,0,0,0,0,0
荒川,13219,府中市,0,0,0,0,0
荒川,13219,日野市,0,0,0,0,0
荒川,13219,昭島市,0,0,0,0,0
荒川,13219,板橋区,0,0,0,0,0
荒川,13219,江戸川区,0,0,0,0,0
荒川,13219,江東区,0,0,0,0,0
荒川,13219,港区,0,0,0,0,0
荒川,13219,狛江市,0,0,0,0,0
荒川,13219,目黒区,0,0,0,0,0
荒川,13219,福生市,0,0,0,0,0
荒川,13219,荒川区,0,0,0,0,0
荒川,13219,葛飾区,0,0,0,0,0
荒川,13219,調布市,0,0,0,0,0
荒川,13219,足立区,0,0,0,0,0
荒川,13219,青梅市,0,0,0,0,0
荒川,13228,あきる野市,0,0,1,0,1
荒川,13228,中央区,0,0,0,0,0
荒川,13228,千代田区,0,0,0,0,0
荒川,13228,台東区,0,0,0,0,0
荒川,13228,国立市,0,0,0,0,0
荒川,13228,墨田区,0,0,0,0,0
荒川,13228,大田区,0,0,0,0,0
荒川,13228,府中市,0,0,0,0,0
荒川,13228,日野市,0,0,0,0,0
荒川,13228,昭島市,0,0,0,0,0
荒川,13228,板橋区,0,0,0,0,0
荒川,13228,江戸川区,0,0,0,0,0
荒川,13228,江東区,0,0,0,0,0
荒川,13228,港区,0,0,0,0,0
荒川,13228,狛江市,0,0,0,0,0
荒川,13228,目黒区,0,0,0,0,0
荒川,13228,福生市,0,0,0,0,0
荒川,13228,荒川区,0,0,0,0,0
荒川,13228,葛飾区,0,0,0,0,0
荒川,13228,調布市,0,0,0,0,0
荒川,13228,足立区,0,0,0,0,0
荒川,13228,青梅市,0,0,0,0,0
