municipality_code,municipality_name,record_id,name,category,type,designation_level_code,designation_level_ja,designation_status_code,designation_status_ja,heritage_type_major_code,heritage_type_major_ja,heritage_type_detail,owner,address,source_file
13102,中央区,131024000000.0,新大橋の橋名板,区民有形文化財,美術工芸品,municipal,区市町村,local_other,独自制度,tangible,有形文化財,未細分,,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13102,中央区,131024000000.0,魚河岸水神社加茂能人形山車巡行模型,区民有形文化財,美術工芸品,municipal,区市町村,local_other,独自制度,tangible,有形文化財,未細分,,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13102,中央区,131024000000.0,法重寺の大?,区民有形文化財,美術工芸品,municipal,区市町村,local_other,独自制度,tangible,有形文化財,未細分,,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13102,中央区,131024000000.0,日本橋の橋柱装飾品-青銅製麒麟像鰭及び附属品,区民有形文化財,美術工芸品,municipal,区市町村,local_other,独自制度,tangible,有形文化財,未細分,,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13102,中央区,131024000000.0,紺糸威丸胴具足 附 具足櫃,区民有形文化財,美術工芸品,municipal,区市町村,local_other,独自制度,tangible,有形文化財,未細分,,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13102,中央区,131024000000.0,燈臺 北村西望作 銅造彫刻 附 石造台座,区民有形文化財,美術工芸品,municipal,区市町村,local_other,独自制度,tangible,有形文化財,未細分,,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13102,中央区,131024000000.0,長谷川春子作挿絵の原画及び素描,区民有形文化財,美術工芸品,municipal,区市町村,local_other,独自制度,tangible,有形文化財,未細分,,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13102,中央区,131024000000.0,近岡善次郎作 築地・隅田川等風景画,区民有形文化財,美術工芸品,municipal,区市町村,local_other,独自制度,tangible,有形文化財,未細分,,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13102,中央区,131024000000.0,寛保沽券図,区民有形文化財,古文書,municipal,区市町村,local_other,独自制度,tangible,有形文化財,未細分,,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13102,中央区,131024000000.0,末廣神社所蔵文書,区民有形文化財,古文書,municipal,区市町村,local_other,独自制度,tangible,有形文化財,未細分,,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13102,中央区,131024000000.0,小津家文書,区民有形文化財,古文書,municipal,区市町村,local_other,独自制度,tangible,有形文化財,未細分,,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13102,中央区,131024000000.0,佐々木家文書,区民有形文化財,古文書,municipal,区市町村,local_other,独自制度,tangible,有形文化財,未細分,,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13102,中央区,131024000000.0,椙森神社文書,区民有形文化財,古文書,municipal,区市町村,local_other,独自制度,tangible,有形文化財,未細分,,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13102,中央区,131024000000.0,中村家文書,区民有形文化財,古文書,municipal,区市町村,local_other,独自制度,tangible,有形文化財,未細分,,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13102,中央区,131024000000.0,佃島渡船関係文書,区民有形文化財,古文書,municipal,区市町村,local_other,独自制度,tangible,有形文化財,未細分,,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13102,中央区,131024000000.0,住吉神社文書,区民有形文化財,古文書,municipal,区市町村,local_other,独自制度,tangible,有形文化財,未細分,,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13102,中央区,131024000000.0,服部家文書,区民有形文化財,古文書,municipal,区市町村,local_other,独自制度,tangible,有形文化財,未細分,,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13102,中央区,131024000000.0,宝永七年の通二丁目沽券図写,区民有形文化財,古文書,municipal,区市町村,local_other,独自制度,tangible,有形文化財,未細分,,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13102,中央区,131024000000.0,日本橋魚市場絵図面,区民有形文化財;指定文化財,古文書,municipal,区市町村,designated,指定,tangible,有形文化財,未細分,,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13102,中央区,131024000000.0,東京証券取引所所蔵文書,区民有形文化財,古文書,municipal,区市町村,local_other,独自制度,tangible,有形文化財,未細分,,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13102,中央区,131024000000.0,佃島沽券絵図 控,区民有形文化財;指定文化財,古文書,municipal,区市町村,designated,指定,tangible,有形文化財,未細分,,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13102,中央区,131024000000.0,原胤昭関係文書,区民有形文化財,古文書,municipal,区市町村,local_other,独自制度,tangible,有形文化財,未細分,,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13102,中央区,131024000000.0,片岡家文書,区民有形文化財,古文書,municipal,区市町村,local_other,独自制度,tangible,有形文化財,未細分,,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13102,中央区,131024000000.0,清川玄道関係文書,区民有形文化財,古文書,municipal,区市町村,local_other,独自制度,tangible,有形文化財,未細分,,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13102,中央区,131024000000.0,埋桝及び木樋,区民有形文化財,考古資料,municipal,区市町村,local_other,独自制度,tangible,有形文化財,未細分,,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13102,中央区,131024000000.0,江戸三座入場券,区民有形文化財;指定文化財,考古資料,municipal,区市町村,designated,指定,tangible,有形文化財,未細分,,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13102,中央区,131024000000.0,明石町遺跡内 築地外国人居留地 445号遺構出土遺物 附 556号遺構出土クレイパイプ,区民有形文化財,考古資料,municipal,区市町村,local_other,独自制度,tangible,有形文化財,未細分,,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13102,中央区,131024000000.0,八丁堀三丁目(第二次)遺跡 朗惺寺跡出土 こけら経,区民有形文化財,考古資料,municipal,区市町村,local_other,独自制度,tangible,有形文化財,未細分,,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13102,中央区,131024000000.0,八丁堀三丁目遺跡内朗惺寺跡出土骨蔵器 附 瀬戸・美濃産陶器 鳴海織部向付,区民有形文化財,考古資料,municipal,区市町村,local_other,独自制度,tangible,有形文化財,未細分,,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13102,中央区,131024000000.0,日本橋人形町三丁目(第二次)遺跡出土陶磁器・土器,区民有形文化財,考古資料,municipal,区市町村,local_other,独自制度,tangible,有形文化財,未細分,,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13102,中央区,131024000000.0,八丁堀三丁目遺跡内朗惺寺跡出土木製卒塔婆,区民有形文化財,考古資料,municipal,区市町村,local_other,独自制度,tangible,有形文化財,未細分,,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13102,中央区,131024000000.0,日本橋蛎殻町一丁目遺跡内 播磨国山崎藩本多家屋敷跡125号遺構出土遺物,区民有形文化財,考古資料,municipal,区市町村,local_other,独自制度,tangible,有形文化財,未細分,,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13102,中央区,131024000000.0,豊後岡藩中川家上屋敷跡(明石町遺跡)出土文書 附 12号遺構穴蔵部材,区民有形文化財,考古資料,municipal,区市町村,local_other,独自制度,tangible,有形文化財,未細分,,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13104,新宿区,34,銅造地蔵菩薩坐像(江戸六地蔵の一),都指定文化財,美術工芸品,prefectural,都,designated,指定,tangible,有形文化財,美術工芸品,宗教法人 太宗寺,東京都新宿区新宿2-9-2,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/130001_cultural_property_classified.csv
13104,新宿区,85,水道碑記,都指定文化財,古文書,prefectural,都,designated,指定,tangible,有形文化財,古文書,東京都(水道局),東京都新宿区内藤町87,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/130001_cultural_property_classified.csv
13106,台東区,35,銅造地蔵菩薩坐像(江戸六地蔵の一),都指定文化財,美術工芸品,prefectural,都,designated,指定,tangible,有形文化財,美術工芸品,宗教法人 東禅寺,東京都台東区東浅草2-12-13,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/130001_cultural_property_classified.csv
13106,台東区,36,木造持国天立像 木造増長天立像 (二天門安置),都指定文化財,美術工芸品,prefectural,都,designated,指定,tangible,有形文化財,美術工芸品,宗教法人 浅草寺,東京都台東区浅草2-3-1,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/130001_cultural_property_classified.csv
13106,台東区,86,増山雪斎博物図譜関係資料 虫塚碑,都指定文化財,古文書,prefectural,都,designated,指定,tangible,有形文化財,古文書,宗教法人 寛永寺,東京都台東区上野桜木1-14-11,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/130001_cultural_property_classified.csv
13106,台東区,87,浅草観音戒殺碑,都指定文化財,古文書,prefectural,都,designated,指定,tangible,有形文化財,古文書,宗教法人 浅草寺,東京都台東区雷門2-2,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/130001_cultural_property_classified.csv
13106,台東区,131067100001,絹本著色元三大師画像,区指定文化財,美術工芸品,municipal,区市町村,designated,指定,tangible,有形文化財,美術工芸品,寛永寺,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13106,台東区,131067100002,木造毘沙門天立像 附 感応寺毘沙門天王記,区指定文化財,美術工芸品,municipal,区市町村,designated,指定,tangible,有形文化財,美術工芸品,天王寺,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13106,台東区,131067100004,木造阿弥陀如来立像,区民文化財,美術工芸品,municipal,区市町村,local_other,独自制度,tangible,有形文化財,美術工芸品,浄念寺,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13106,台東区,131067100005,紙本著色善信聖人親鸞伝絵,区民文化財,美術工芸品,municipal,区市町村,local_other,独自制度,tangible,有形文化財,美術工芸品,報恩寺,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13106,台東区,131067100006,絹本著色親鸞上人絵伝,区民文化財,美術工芸品,municipal,区市町村,local_other,独自制度,tangible,有形文化財,美術工芸品,東本願寺,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13106,台東区,131067100007,木造不動明王立像,区指定文化財,美術工芸品,municipal,区市町村,designated,指定,tangible,有形文化財,美術工芸品,自性院,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13106,台東区,131067100008,木造阿弥陀如来坐像,区民文化財,美術工芸品,municipal,区市町村,local_other,独自制度,tangible,有形文化財,美術工芸品,自性院,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13106,台東区,131067100009,木造地蔵菩薩立像,区民文化財,美術工芸品,municipal,区市町村,local_other,独自制度,tangible,有形文化財,美術工芸品,天龍院,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13106,台東区,131067100010,絹本著色仏頂尊勝曼荼羅,区指定文化財,美術工芸品,municipal,区市町村,designated,指定,tangible,有形文化財,美術工芸品,養寿院,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13106,台東区,131067100011,絹本著色不動明王二童子画像,区民文化財,美術工芸品,municipal,区市町村,local_other,独自制度,tangible,有形文化財,美術工芸品,護国院,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13106,台東区,131067100012,木造観音菩薩坐像,区指定文化財,美術工芸品,municipal,区市町村,designated,指定,tangible,有形文化財,美術工芸品,全生庵,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13106,台東区,131067100013,木造阿弥陀如来立像,区民文化財,美術工芸品,municipal,区市町村,local_other,独自制度,tangible,有形文化財,美術工芸品,唯念寺,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13106,台東区,131067100014,正応六年銘不動板碑,区民文化財,美術工芸品,municipal,区市町村,local_other,独自制度,tangible,有形文化財,美術工芸品,竜宝寺,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13106,台東区,131067100015,山東京伝机塚の碑,区民文化財,美術工芸品,municipal,区市町村,local_other,独自制度,tangible,有形文化財,美術工芸品,浅草寺,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13106,台東区,131067100016,絹本著色仏涅槃図,区指定文化財,美術工芸品,municipal,区市町村,designated,指定,tangible,有形文化財,美術工芸品,長寿院,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13106,台東区,131067100017,絹本著色両界曼荼羅,区民文化財,美術工芸品,municipal,区市町村,local_other,独自制度,tangible,有形文化財,美術工芸品,天王寺,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13106,台東区,131067100018,木造阿弥陀如来立像,区民文化財,美術工芸品,municipal,区市町村,local_other,独自制度,tangible,有形文化財,美術工芸品,覚音寺,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13106,台東区,131067100019,木造阿弥陀如来立像,区指定文化財,美術工芸品,municipal,区市町村,designated,指定,tangible,有形文化財,美術工芸品,長寿院,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13106,台東区,131067100020,彰義隊墓碑,区民文化財,美術工芸品,municipal,区市町村,local_other,独自制度,tangible,有形文化財,美術工芸品,東京都,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13106,台東区,131067100021,下谷地区板碑群,区民文化財,美術工芸品,municipal,区市町村,local_other,独自制度,tangible,有形文化財,美術工芸品,長安寺ほか,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13106,台東区,131067100022,絹本著色仏眼曼荼羅,区民文化財,美術工芸品,municipal,区市町村,local_other,独自制度,tangible,有形文化財,美術工芸品,西蔵院,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13106,台東区,131067100023,絹本著色阿弥陀二十五菩薩来迎図,区民文化財,美術工芸品,municipal,区市町村,local_other,独自制度,tangible,有形文化財,美術工芸品,天王寺,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13106,台東区,131067100024,絹本墨画普賢・文殊菩薩画像,区民文化財,美術工芸品,municipal,区市町村,local_other,独自制度,tangible,有形文化財,美術工芸品,世尊寺,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13106,台東区,131067100025,木造阿弥陀如来立像,区民文化財,美術工芸品,municipal,区市町村,local_other,独自制度,tangible,有形文化財,美術工芸品,安立院,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13106,台東区,131067100026,榧寺縁起 附 榧寺縁起碑,区指定文化財,美術工芸品,municipal,区市町村,designated,指定,tangible,有形文化財,美術工芸品,榧寺,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13106,台東区,131067100028,旧感応寺(天王寺)富興行関係史料,区指定文化財,美術工芸品,municipal,区市町村,designated,指定,tangible,有形文化財,美術工芸品,天王寺,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13106,台東区,131067100030,絹本著色天台大師画像,区民文化財,美術工芸品,municipal,区市町村,local_other,独自制度,tangible,有形文化財,美術工芸品,天王寺,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13106,台東区,131067100032,絹本著色八相涅槃図,区民文化財,美術工芸品,municipal,区市町村,local_other,独自制度,tangible,有形文化財,美術工芸品,瑞輪寺,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13106,台東区,131067100033,木造綱敷天神坐像,区民文化財,美術工芸品,municipal,区市町村,local_other,独自制度,tangible,有形文化財,美術工芸品,梅林寺,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13106,台東区,131067100034,銅造阿弥陀如来坐像,区民文化財,美術工芸品,municipal,区市町村,local_other,独自制度,tangible,有形文化財,美術工芸品,九品寺,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13106,台東区,131067100035,銅造釈迦如来坐像,区民文化財,美術工芸品,municipal,区市町村,local_other,独自制度,tangible,有形文化財,美術工芸品,天王寺,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13106,台東区,131067100036,紺紙金字大般若波羅蜜多経 巻第四百卅一,区民文化財,美術工芸品,municipal,区市町村,local_other,独自制度,tangible,有形文化財,美術工芸品,長安寺,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13106,台東区,131067100037,弘法大師二十一ヶ寺御詠歌所附版木,区民文化財,美術工芸品,municipal,区市町村,local_other,独自制度,tangible,有形文化財,美術工芸品,多宝院,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13106,台東区,131067100038,御府内八十八ヶ所大意版木,区民文化財,美術工芸品,municipal,区市町村,local_other,独自制度,tangible,有形文化財,美術工芸品,多宝院,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13106,台東区,131067100040,木造薬師如来立像,区民文化財,美術工芸品,municipal,区市町村,local_other,独自制度,tangible,有形文化財,美術工芸品,仙蔵寺,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13106,台東区,131067100042,木造親鸞上人坐像,区民文化財,美術工芸品,municipal,区市町村,local_other,独自制度,tangible,有形文化財,美術工芸品,称念寺,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13106,台東区,131067100043,木造日蓮上人坐像,区民文化財,美術工芸品,municipal,区市町村,local_other,独自制度,tangible,有形文化財,美術工芸品,要伝寺,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13106,台東区,131067100044,銅造阿弥陀如来坐像,区民文化財,美術工芸品,municipal,区市町村,local_other,独自制度,tangible,有形文化財,美術工芸品,天嶽院,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13106,台東区,131067100045,木造日蓮上人坐像,区民文化財,美術工芸品,municipal,区市町村,local_other,独自制度,tangible,有形文化財,美術工芸品,宗賢寺,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13106,台東区,131067100048,絹本著色孔雀明王画像,区民文化財,美術工芸品,municipal,区市町村,local_other,独自制度,tangible,有形文化財,美術工芸品,明王院,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13106,台東区,131067100049,一遍聖人行状図版木 附 版木箱,区民文化財,美術工芸品,municipal,区市町村,local_other,独自制度,tangible,有形文化財,美術工芸品,日輪寺,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13106,台東区,131067100050,木造日蓮上人坐像,区民文化財,美術工芸品,municipal,区市町村,local_other,独自制度,tangible,有形文化財,美術工芸品,仏心寺,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13106,台東区,131067100051,紙本墨書御遺告(二十五条本),区民文化財,美術工芸品,municipal,区市町村,local_other,独自制度,tangible,有形文化財,美術工芸品,世尊寺,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13106,台東区,131067100054,紙本著色仏涅槃図,区民文化財,美術工芸品,municipal,区市町村,local_other,独自制度,tangible,有形文化財,美術工芸品,玉林寺,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13106,台東区,131067100055,絹本著色骸骨図,区民文化財,美術工芸品,municipal,区市町村,local_other,独自制度,tangible,有形文化財,美術工芸品,誓教寺,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13106,台東区,131067100056,木造閻魔王坐像,区民文化財,美術工芸品,municipal,区市町村,local_other,独自制度,tangible,有形文化財,美術工芸品,立善寺,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13106,台東区,131067100057,銅造釈迦如来坐像,区民文化財,美術工芸品,municipal,区市町村,local_other,独自制度,tangible,有形文化財,美術工芸品,瑞輪寺,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13106,台東区,131067100058,銅鐘,区民文化財,美術工芸品,municipal,区市町村,local_other,独自制度,tangible,有形文化財,美術工芸品,報恩寺,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13106,台東区,131067100061,絹本著色仏涅槃図,区民文化財,美術工芸品,municipal,区市町村,local_other,独自制度,tangible,有形文化財,美術工芸品,世尊寺,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13106,台東区,131067100062,銅造菩薩立像,区民文化財,美術工芸品,municipal,区市町村,local_other,独自制度,tangible,有形文化財,美術工芸品,保元寺,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13106,台東区,131067100063,木造大黒天立像,区民文化財,美術工芸品,municipal,区市町村,local_other,独自制度,tangible,有形文化財,美術工芸品,感応寺,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
