record_id,municipality_code,municipality_name,designation_level,designation_status,heritage_type_major,heritage_type_detail_norm,entity_class,name,scenario,risk_value,risk_type,risk_type_ja,risk_class,hazard_source,risk_basis
158,13106,台東区,Tokyo Metropolitan,Designated,記念物,旧跡,point,六地蔵石燈籠,多摩東部直下地震,23.8668,liquefaction,液状化,PL>15,hazard_liquefaction_250m_多摩東部直下地震,liquefaction mesh polygon intersection
158,13106,台東区,Tokyo Metropolitan,Designated,記念物,旧跡,point,六地蔵石燈籠,大正関東地震,19.768,liquefaction,液状化,PL>15,hazard_liquefaction_250m_大正関東地震,liquefaction mesh polygon intersection
158,13106,台東区,Tokyo Metropolitan,Designated,記念物,旧跡,point,六地蔵石燈籠,都心南部直下地震,23.6736,liquefaction,液状化,PL>15,hazard_liquefaction_250m_都心南部直下地震,liquefaction mesh polygon intersection
159,13106,台東区,Tokyo Metropolitan,Designated,記念物,旧跡,point,玉川庄右衛門及び同清右衛門墓,南海トラフ巨大地震,3.53,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_南海トラフ巨大地震,liquefaction mesh polygon intersection
159,13106,台東区,Tokyo Metropolitan,Designated,記念物,旧跡,point,玉川庄右衛門及び同清右衛門墓,多摩東部直下地震,11.4504,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_多摩東部直下地震,liquefaction mesh polygon intersection
159,13106,台東区,Tokyo Metropolitan,Designated,記念物,旧跡,point,玉川庄右衛門及び同清右衛門墓,大正関東地震,9.8108,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_大正関東地震,liquefaction mesh polygon intersection
159,13106,台東区,Tokyo Metropolitan,Designated,記念物,旧跡,point,玉川庄右衛門及び同清右衛門墓,都心南部直下地震,11.5308,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_都心南部直下地震,liquefaction mesh polygon intersection
161,13106,台東区,Tokyo Metropolitan,Designated,記念物,旧跡,point,谷文晁墓,南海トラフ巨大地震,3.53,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_南海トラフ巨大地震,liquefaction mesh polygon intersection
161,13106,台東区,Tokyo Metropolitan,Designated,記念物,旧跡,point,谷文晁墓,多摩東部直下地震,11.4504,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_多摩東部直下地震,liquefaction mesh polygon intersection
161,13106,台東区,Tokyo Metropolitan,Designated,記念物,旧跡,point,谷文晁墓,大正関東地震,9.8108,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_大正関東地震,liquefaction mesh polygon intersection
161,13106,台東区,Tokyo Metropolitan,Designated,記念物,旧跡,point,谷文晁墓,都心南部直下地震,11.5308,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_都心南部直下地震,liquefaction mesh polygon intersection
162,13106,台東区,Tokyo Metropolitan,Designated,記念物,旧跡,point,幡随院長兵衛墓,南海トラフ巨大地震,3.53,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_南海トラフ巨大地震,liquefaction mesh polygon intersection
162,13106,台東区,Tokyo Metropolitan,Designated,記念物,旧跡,point,幡随院長兵衛墓,多摩東部直下地震,11.4504,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_多摩東部直下地震,liquefaction mesh polygon intersection
162,13106,台東区,Tokyo Metropolitan,Designated,記念物,旧跡,point,幡随院長兵衛墓,大正関東地震,9.8108,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_大正関東地震,liquefaction mesh polygon intersection
162,13106,台東区,Tokyo Metropolitan,Designated,記念物,旧跡,point,幡随院長兵衛墓,都心南部直下地震,11.5308,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_都心南部直下地震,liquefaction mesh polygon intersection
164,13106,台東区,Tokyo Metropolitan,Designated,記念物,旧跡,point,葛飾北斎墓,南海トラフ巨大地震,2.5676,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_南海トラフ巨大地震,liquefaction mesh polygon intersection
164,13106,台東区,Tokyo Metropolitan,Designated,記念物,旧跡,point,葛飾北斎墓,多摩東部直下地震,13.5696,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_多摩東部直下地震,liquefaction mesh polygon intersection
164,13106,台東区,Tokyo Metropolitan,Designated,記念物,旧跡,point,葛飾北斎墓,大正関東地震,11.5904,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_大正関東地震,liquefaction mesh polygon intersection
164,13106,台東区,Tokyo Metropolitan,Designated,記念物,旧跡,point,葛飾北斎墓,都心南部直下地震,13.7028,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_都心南部直下地震,liquefaction mesh polygon intersection
165,13106,台東区,Tokyo Metropolitan,Designated,記念物,旧跡,point,山田宗?墓,南海トラフ巨大地震,1.9396,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_南海トラフ巨大地震,liquefaction mesh polygon intersection
165,13106,台東区,Tokyo Metropolitan,Designated,記念物,旧跡,point,山田宗?墓,多摩東部直下地震,7.4948,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_多摩東部直下地震,liquefaction mesh polygon intersection
165,13106,台東区,Tokyo Metropolitan,Designated,記念物,旧跡,point,山田宗?墓,大正関東地震,6.28,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_大正関東地震,liquefaction mesh polygon intersection
165,13106,台東区,Tokyo Metropolitan,Designated,記念物,旧跡,point,山田宗?墓,都心南部直下地震,7.6516,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_都心南部直下地震,liquefaction mesh polygon intersection
167,13106,台東区,Tokyo Metropolitan,Designated,記念物,旧跡,point,天海僧正毛髪塔,南海トラフ巨大地震,3.565,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_南海トラフ巨大地震,liquefaction mesh polygon intersection
167,13106,台東区,Tokyo Metropolitan,Designated,記念物,旧跡,point,天海僧正毛髪塔,多摩東部直下地震,12.175,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_多摩東部直下地震,liquefaction mesh polygon intersection
167,13106,台東区,Tokyo Metropolitan,Designated,記念物,旧跡,point,天海僧正毛髪塔,大正関東地震,10.65,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_大正関東地震,liquefaction mesh polygon intersection
167,13106,台東区,Tokyo Metropolitan,Designated,記念物,旧跡,point,天海僧正毛髪塔,都心南部直下地震,12.435,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_都心南部直下地震,liquefaction mesh polygon intersection
168,13106,台東区,Tokyo Metropolitan,Designated,記念物,旧跡,point,樋口定伊墓,南海トラフ巨大地震,1.330714286,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_南海トラフ巨大地震,liquefaction mesh polygon intersection
168,13106,台東区,Tokyo Metropolitan,Designated,記念物,旧跡,point,樋口定伊墓,多摩東部直下地震,9.734285714,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_多摩東部直下地震,liquefaction mesh polygon intersection
168,13106,台東区,Tokyo Metropolitan,Designated,記念物,旧跡,point,樋口定伊墓,大正関東地震,7.022857143,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_大正関東地震,liquefaction mesh polygon intersection
168,13106,台東区,Tokyo Metropolitan,Designated,記念物,旧跡,point,樋口定伊墓,都心南部直下地震,10.00214286,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_都心南部直下地震,liquefaction mesh polygon intersection
206,13106,台東区,Tokyo Metropolitan,Designated,記念物,天然記念物,point,玉林寺のシイ,南海トラフ巨大地震,0.204285714,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_南海トラフ巨大地震,liquefaction mesh polygon intersection
206,13106,台東区,Tokyo Metropolitan,Designated,記念物,天然記念物,point,玉林寺のシイ,多摩東部直下地震,0.556428571,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_多摩東部直下地震,liquefaction mesh polygon intersection
206,13106,台東区,Tokyo Metropolitan,Designated,記念物,天然記念物,point,玉林寺のシイ,大正関東地震,0.49,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_大正関東地震,liquefaction mesh polygon intersection
206,13106,台東区,Tokyo Metropolitan,Designated,記念物,天然記念物,point,玉林寺のシイ,都心南部直下地震,0.56,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_都心南部直下地震,liquefaction mesh polygon intersection
241,13106,台東区,Tokyo Metropolitan,Designated,記念物,史跡,point,太宰春台墓,南海トラフ巨大地震,0.204285714,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_南海トラフ巨大地震,liquefaction mesh polygon intersection
241,13106,台東区,Tokyo Metropolitan,Designated,記念物,史跡,point,太宰春台墓,多摩東部直下地震,0.556428571,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_多摩東部直下地震,liquefaction mesh polygon intersection
241,13106,台東区,Tokyo Metropolitan,Designated,記念物,史跡,point,太宰春台墓,大正関東地震,0.49,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_大正関東地震,liquefaction mesh polygon intersection
241,13106,台東区,Tokyo Metropolitan,Designated,記念物,史跡,point,太宰春台墓,都心南部直下地震,0.56,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_都心南部直下地震,liquefaction mesh polygon intersection
242,13106,台東区,Tokyo Metropolitan,Designated,記念物,史跡,point,浄厳律師墓,南海トラフ巨大地震,1.330714286,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_南海トラフ巨大地震,liquefaction mesh polygon intersection
242,13106,台東区,Tokyo Metropolitan,Designated,記念物,史跡,point,浄厳律師墓,多摩東部直下地震,9.734285714,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_多摩東部直下地震,liquefaction mesh polygon intersection
242,13106,台東区,Tokyo Metropolitan,Designated,記念物,史跡,point,浄厳律師墓,大正関東地震,7.022857143,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_大正関東地震,liquefaction mesh polygon intersection
242,13106,台東区,Tokyo Metropolitan,Designated,記念物,史跡,point,浄厳律師墓,都心南部直下地震,10.00214286,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_都心南部直下地震,liquefaction mesh polygon intersection
243,13106,台東区,Tokyo Metropolitan,Designated,記念物,史跡,point,子規庵,南海トラフ巨大地震,0.105263158,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_南海トラフ巨大地震,liquefaction mesh polygon intersection
243,13106,台東区,Tokyo Metropolitan,Designated,記念物,史跡,point,子規庵,多摩東部直下地震,13.78473684,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_多摩東部直下地震,liquefaction mesh polygon intersection
243,13106,台東区,Tokyo Metropolitan,Designated,記念物,史跡,point,子規庵,大正関東地震,7.793684211,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_大正関東地震,liquefaction mesh polygon intersection
243,13106,台東区,Tokyo Metropolitan,Designated,記念物,史跡,point,子規庵,都心南部直下地震,14.08631579,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_都心南部直下地震,liquefaction mesh polygon intersection
244,13106,台東区,Tokyo Metropolitan,Designated,記念物,史跡,point,中村不折旧宅(書道博物館),南海トラフ巨大地震,0.105263158,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_南海トラフ巨大地震,liquefaction mesh polygon intersection
244,13106,台東区,Tokyo Metropolitan,Designated,記念物,史跡,point,中村不折旧宅(書道博物館),多摩東部直下地震,13.78473684,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_多摩東部直下地震,liquefaction mesh polygon intersection
244,13106,台東区,Tokyo Metropolitan,Designated,記念物,史跡,point,中村不折旧宅(書道博物館),大正関東地震,7.793684211,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_大正関東地震,liquefaction mesh polygon intersection
244,13106,台東区,Tokyo Metropolitan,Designated,記念物,史跡,point,中村不折旧宅(書道博物館),都心南部直下地震,14.08631579,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_都心南部直下地震,liquefaction mesh polygon intersection
3,13106,台東区,Tokyo Metropolitan,Designated,有形文化財,建造物,building_direct,浅草寺六角堂,南海トラフ巨大地震,4.1652,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_南海トラフ巨大地震,liquefaction mesh polygon intersection
3,13106,台東区,Tokyo Metropolitan,Designated,有形文化財,建造物,building_direct,浅草寺六角堂,多摩東部直下地震,23.8668,liquefaction,液状化,PL>15,hazard_liquefaction_250m_多摩東部直下地震,liquefaction mesh polygon intersection
3,13106,台東区,Tokyo Metropolitan,Designated,有形文化財,建造物,building_direct,浅草寺六角堂,大正関東地震,19.768,liquefaction,液状化,PL>15,hazard_liquefaction_250m_大正関東地震,liquefaction mesh polygon intersection
3,13106,台東区,Tokyo Metropolitan,Designated,有形文化財,建造物,building_direct,浅草寺六角堂,都心南部直下地震,23.6736,liquefaction,液状化,PL>15,hazard_liquefaction_250m_都心南部直下地震,liquefaction mesh polygon intersection
94,13106,台東区,Tokyo Metropolitan,Designated,有形文化財,歴史資料,point,西仏板碑,南海トラフ巨大地震,0.140769231,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_南海トラフ巨大地震,liquefaction mesh polygon intersection
94,13106,台東区,Tokyo Metropolitan,Designated,有形文化財,歴史資料,point,西仏板碑,多摩東部直下地震,2.062307692,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_多摩東部直下地震,liquefaction mesh polygon intersection
94,13106,台東区,Tokyo Metropolitan,Designated,有形文化財,歴史資料,point,西仏板碑,大正関東地震,1.09,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_大正関東地震,liquefaction mesh polygon intersection
94,13106,台東区,Tokyo Metropolitan,Designated,有形文化財,歴史資料,point,西仏板碑,立川断層帯地震,0.033846154,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_立川断層帯地震,liquefaction mesh polygon intersection
94,13106,台東区,Tokyo Metropolitan,Designated,有形文化財,歴史資料,point,西仏板碑,都心南部直下地震,1.462307692,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_都心南部直下地震,liquefaction mesh polygon intersection
official_export_001:0,13106,台東区,National,Designated,有形文化財,建造物,building_direct,浅草神社,南海トラフ巨大地震,2.788,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_南海トラフ巨大地震,liquefaction mesh polygon intersection
official_export_001:0,13106,台東区,National,Designated,有形文化財,建造物,building_direct,浅草神社,多摩東部直下地震,21.2112,liquefaction,液状化,PL>15,hazard_liquefaction_250m_多摩東部直下地震,liquefaction mesh polygon intersection
official_export_001:0,13106,台東区,National,Designated,有形文化財,建造物,building_direct,浅草神社,大正関東地震,17.0796,liquefaction,液状化,PL>15,hazard_liquefaction_250m_大正関東地震,liquefaction mesh polygon intersection
official_export_001:0,13106,台東区,National,Designated,有形文化財,建造物,building_direct,浅草神社,都心南部直下地震,21.3156,liquefaction,液状化,PL>15,hazard_liquefaction_250m_都心南部直下地震,liquefaction mesh polygon intersection
official_export_001:1,13106,台東区,National,Designated,有形文化財,建造物,building_direct,浅草神社,南海トラフ巨大地震,2.788,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_南海トラフ巨大地震,liquefaction mesh polygon intersection
official_export_001:1,13106,台東区,National,Designated,有形文化財,建造物,building_direct,浅草神社,多摩東部直下地震,21.2112,liquefaction,液状化,PL>15,hazard_liquefaction_250m_多摩東部直下地震,liquefaction mesh polygon intersection
official_export_001:1,13106,台東区,National,Designated,有形文化財,建造物,building_direct,浅草神社,大正関東地震,17.0796,liquefaction,液状化,PL>15,hazard_liquefaction_250m_大正関東地震,liquefaction mesh polygon intersection
official_export_001:1,13106,台東区,National,Designated,有形文化財,建造物,building_direct,浅草神社,都心南部直下地震,21.3156,liquefaction,液状化,PL>15,hazard_liquefaction_250m_都心南部直下地震,liquefaction mesh polygon intersection
official_export_001:105,13106,台東区,National,Designated,有形文化財,建造物,building_direct,旧東京帝室博物館本館,多摩東部直下地震,5.87,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_多摩東部直下地震,liquefaction mesh polygon intersection
official_export_001:105,13106,台東区,National,Designated,有形文化財,建造物,building_direct,旧東京帝室博物館本館,大正関東地震,4.71,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_大正関東地震,liquefaction mesh polygon intersection
official_export_001:105,13106,台東区,National,Designated,有形文化財,建造物,building_direct,旧東京帝室博物館本館,都心南部直下地震,5.97,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_都心南部直下地震,liquefaction mesh polygon intersection
official_export_001:107,13106,台東区,National,Designated,有形文化財,建造物,building_direct,東照宮社殿,南海トラフ巨大地震,3.675,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_南海トラフ巨大地震,liquefaction mesh polygon intersection
official_export_001:107,13106,台東区,National,Designated,有形文化財,建造物,building_direct,東照宮社殿,多摩東部直下地震,8.625,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_多摩東部直下地震,liquefaction mesh polygon intersection
official_export_001:107,13106,台東区,National,Designated,有形文化財,建造物,building_direct,東照宮社殿,大正関東地震,7.7275,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_大正関東地震,liquefaction mesh polygon intersection
official_export_001:107,13106,台東区,National,Designated,有形文化財,建造物,building_direct,東照宮社殿,都心南部直下地震,8.7075,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_都心南部直下地震,liquefaction mesh polygon intersection
official_export_001:108,13106,台東区,National,Designated,有形文化財,建造物,building_direct,東照宮社殿,南海トラフ巨大地震,3.675,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_南海トラフ巨大地震,liquefaction mesh polygon intersection
official_export_001:108,13106,台東区,National,Designated,有形文化財,建造物,building_direct,東照宮社殿,多摩東部直下地震,8.625,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_多摩東部直下地震,liquefaction mesh polygon intersection
official_export_001:108,13106,台東区,National,Designated,有形文化財,建造物,building_direct,東照宮社殿,大正関東地震,7.7275,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_大正関東地震,liquefaction mesh polygon intersection
official_export_001:108,13106,台東区,National,Designated,有形文化財,建造物,building_direct,東照宮社殿,都心南部直下地震,8.7075,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_都心南部直下地震,liquefaction mesh polygon intersection
official_export_001:109,13106,台東区,National,Designated,有形文化財,建造物,building_direct,東照宮社殿,南海トラフ巨大地震,3.675,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_南海トラフ巨大地震,liquefaction mesh polygon intersection
official_export_001:109,13106,台東区,National,Designated,有形文化財,建造物,building_direct,東照宮社殿,多摩東部直下地震,8.625,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_多摩東部直下地震,liquefaction mesh polygon intersection
official_export_001:109,13106,台東区,National,Designated,有形文化財,建造物,building_direct,東照宮社殿,大正関東地震,7.7275,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_大正関東地震,liquefaction mesh polygon intersection
official_export_001:109,13106,台東区,National,Designated,有形文化財,建造物,building_direct,東照宮社殿,都心南部直下地震,8.7075,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_都心南部直下地震,liquefaction mesh polygon intersection
official_export_001:110,13106,台東区,National,Designated,有形文化財,建造物,building_direct,東照宮社殿,南海トラフ巨大地震,3.675,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_南海トラフ巨大地震,liquefaction mesh polygon intersection
official_export_001:110,13106,台東区,National,Designated,有形文化財,建造物,building_direct,東照宮社殿,多摩東部直下地震,8.625,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_多摩東部直下地震,liquefaction mesh polygon intersection
official_export_001:110,13106,台東区,National,Designated,有形文化財,建造物,building_direct,東照宮社殿,大正関東地震,7.7275,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_大正関東地震,liquefaction mesh polygon intersection
official_export_001:110,13106,台東区,National,Designated,有形文化財,建造物,building_direct,東照宮社殿,都心南部直下地震,8.7075,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_都心南部直下地震,liquefaction mesh polygon intersection
official_export_001:126,13106,台東区,National,Designated,有形文化財,建造物,building_direct,表慶館,多摩東部直下地震,5.83,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_多摩東部直下地震,liquefaction mesh polygon intersection
official_export_001:126,13106,台東区,National,Designated,有形文化財,建造物,building_direct,表慶館,大正関東地震,4.71,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_大正関東地震,liquefaction mesh polygon intersection
official_export_001:126,13106,台東区,National,Designated,有形文化財,建造物,building_direct,表慶館,都心南部直下地震,5.96,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_都心南部直下地震,liquefaction mesh polygon intersection
official_export_001:21,13106,台東区,National,Designated,有形文化財,建造物,building_direct,寛永寺旧本坊表門(黒門),多摩東部直下地震,5.83,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_多摩東部直下地震,liquefaction mesh polygon intersection
official_export_001:21,13106,台東区,National,Designated,有形文化財,建造物,building_direct,寛永寺旧本坊表門(黒門),大正関東地震,4.71,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_大正関東地震,liquefaction mesh polygon intersection
official_export_001:21,13106,台東区,National,Designated,有形文化財,建造物,building_direct,寛永寺旧本坊表門(黒門),都心南部直下地震,5.96,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_都心南部直下地震,liquefaction mesh polygon intersection
official_export_001:22,13106,台東区,National,Designated,有形文化財,建造物,building_direct,寛永寺清水堂,南海トラフ巨大地震,3.565,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_南海トラフ巨大地震,liquefaction mesh polygon intersection
official_export_001:22,13106,台東区,National,Designated,有形文化財,建造物,building_direct,寛永寺清水堂,多摩東部直下地震,12.175,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_多摩東部直下地震,liquefaction mesh polygon intersection
official_export_001:22,13106,台東区,National,Designated,有形文化財,建造物,building_direct,寛永寺清水堂,大正関東地震,10.65,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_大正関東地震,liquefaction mesh polygon intersection
official_export_001:22,13106,台東区,National,Designated,有形文化財,建造物,building_direct,寛永寺清水堂,都心南部直下地震,12.435,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_都心南部直下地震,liquefaction mesh polygon intersection
official_export_001:23,13106,台東区,National,Designated,有形文化財,建造物,building_direct,旧寛永寺五重塔,南海トラフ巨大地震,3.675,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_南海トラフ巨大地震,liquefaction mesh polygon intersection
official_export_001:23,13106,台東区,National,Designated,有形文化財,建造物,building_direct,旧寛永寺五重塔,多摩東部直下地震,8.625,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_多摩東部直下地震,liquefaction mesh polygon intersection
official_export_001:23,13106,台東区,National,Designated,有形文化財,建造物,building_direct,旧寛永寺五重塔,大正関東地震,7.7275,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_大正関東地震,liquefaction mesh polygon intersection
official_export_001:23,13106,台東区,National,Designated,有形文化財,建造物,building_direct,旧寛永寺五重塔,都心南部直下地震,8.7075,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_都心南部直下地震,liquefaction mesh polygon intersection
official_export_001:42,13106,台東区,National,Designated,有形文化財,建造物,building_direct,旧東京科学博物館本館,南海トラフ巨大地震,0.77,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_南海トラフ巨大地震,liquefaction mesh polygon intersection
official_export_001:42,13106,台東区,National,Designated,有形文化財,建造物,building_direct,旧東京科学博物館本館,多摩東部直下地震,2.73,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_多摩東部直下地震,liquefaction mesh polygon intersection
official_export_001:42,13106,台東区,National,Designated,有形文化財,建造物,building_direct,旧東京科学博物館本館,大正関東地震,2.385,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_大正関東地震,liquefaction mesh polygon intersection
official_export_001:42,13106,台東区,National,Designated,有形文化財,建造物,building_direct,旧東京科学博物館本館,都心南部直下地震,2.775,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_都心南部直下地震,liquefaction mesh polygon intersection
official_export_001:56,13106,台東区,National,Designated,有形文化財,建造物,building_direct,厳有院霊廟奥院,南海トラフ巨大地震,0.71,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_南海トラフ巨大地震,liquefaction mesh polygon intersection
official_export_001:56,13106,台東区,National,Designated,有形文化財,建造物,building_direct,厳有院霊廟奥院,多摩東部直下地震,7.403333333,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_多摩東部直下地震,liquefaction mesh polygon intersection
official_export_001:56,13106,台東区,National,Designated,有形文化財,建造物,building_direct,厳有院霊廟奥院,大正関東地震,4.813333333,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_大正関東地震,liquefaction mesh polygon intersection
official_export_001:56,13106,台東区,National,Designated,有形文化財,建造物,building_direct,厳有院霊廟奥院,都心南部直下地震,7.616666667,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_都心南部直下地震,liquefaction mesh polygon intersection
official_export_001:58,13106,台東区,National,Designated,有形文化財,建造物,building_direct,厳有院霊廟勅額門及び水盤舎,多摩東部直下地震,5.87,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_多摩東部直下地震,liquefaction mesh polygon intersection
official_export_001:58,13106,台東区,National,Designated,有形文化財,建造物,building_direct,厳有院霊廟勅額門及び水盤舎,大正関東地震,4.71,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_大正関東地震,liquefaction mesh polygon intersection
official_export_001:58,13106,台東区,National,Designated,有形文化財,建造物,building_direct,厳有院霊廟勅額門及び水盤舎,都心南部直下地震,5.97,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_都心南部直下地震,liquefaction mesh polygon intersection
official_export_001:59,13106,台東区,National,Designated,有形文化財,建造物,building_direct,厳有院霊廟勅額門及び水盤舎,多摩東部直下地震,5.87,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_多摩東部直下地震,liquefaction mesh polygon intersection
official_export_001:59,13106,台東区,National,Designated,有形文化財,建造物,building_direct,厳有院霊廟勅額門及び水盤舎,大正関東地震,4.71,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_大正関東地震,liquefaction mesh polygon intersection
official_export_001:59,13106,台東区,National,Designated,有形文化財,建造物,building_direct,厳有院霊廟勅額門及び水盤舎,都心南部直下地震,5.97,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_都心南部直下地震,liquefaction mesh polygon intersection
official_export_001:6,13106,台東区,National,Designated,有形文化財,建造物,building_direct,旧岩崎家住宅(東京都台東区池之端一丁目),南海トラフ巨大地震,2.75,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_南海トラフ巨大地震,liquefaction mesh polygon intersection
official_export_001:6,13106,台東区,National,Designated,有形文化財,建造物,building_direct,旧岩崎家住宅(東京都台東区池之端一丁目),多摩東部直下地震,11.075,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_多摩東部直下地震,liquefaction mesh polygon intersection
official_export_001:6,13106,台東区,National,Designated,有形文化財,建造物,building_direct,旧岩崎家住宅(東京都台東区池之端一丁目),大正関東地震,9.08,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_大正関東地震,liquefaction mesh polygon intersection
official_export_001:6,13106,台東区,National,Designated,有形文化財,建造物,building_direct,旧岩崎家住宅(東京都台東区池之端一丁目),都心南部直下地震,11.25,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_都心南部直下地震,liquefaction mesh polygon intersection
