record_id,municipality_code,municipality_name,designation_level,designation_status,heritage_type_major,heritage_type_detail_norm,entity_class,name,river,risk_type,risk_type_ja,hazard_source,scenario,depth_class,depth_rank,depth_class_native,depth_min_m,depth_max_m,risk_basis
165,13106,台東区,Tokyo Metropolitan,Designated,記念物,旧跡,point,山田宗?墓,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,0.5–3 m,2,0.5–3 m,0.5,3.0,A31a polygon intersection
official_export_002:140,13106,台東区,National,Registered,有形文化財,建造物,building_direct,旧井阪屋本店河合ビル稲荷社,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,3–5 m,3,3–5 m,3.0,5.0,A31a polygon intersection
official_export_002:376,13106,台東区,National,Registered,有形文化財,建造物,building_direct,難波商店店舗兼主屋,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,3–5 m,3,3–5 m,3.0,5.0,A31a polygon intersection
official_export_002:43,13106,台東区,National,Registered,有形文化財,建造物,building_direct,今半本店北奥座敷,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,0.5–3 m,2,0.5–3 m,0.5,3.0,A31a polygon intersection
35,13228,あきる野市,Tokyo Metropolitan,Designated,記念物,天然記念物,point,光厳寺のヤマザクラ,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,3–5 m,3,3–5 m,3.0,5.0,A31a polygon intersection
164,13106,台東区,Tokyo Metropolitan,Designated,記念物,旧跡,point,葛飾北斎墓,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,0.5–3 m,2,0.5–3 m,0.5,3.0,A31a polygon intersection
159,13106,台東区,Tokyo Metropolitan,Designated,記念物,旧跡,point,玉川庄右衛門及び同清右衛門墓,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,3–5 m,3,3–5 m,3.0,5.0,A31a polygon intersection
244,13106,台東区,Tokyo Metropolitan,Designated,記念物,史跡,point,中村不折旧宅(書道博物館),荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,0–0.5 m,1,0–0.5 m,0.0,0.5,A31a polygon intersection
131067100029,13106,台東区,Municipal,Other,有形文化財,建造物,building_direct,石造宝篋印塔,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,3–5 m,3,3–5 m,3.0,5.0,A31a polygon intersection
official_export_002:385,13106,台東区,National,Registered,有形文化財,建造物,building_direct,日本聖公会浅草聖ヨハネ教会,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,0.5–3 m,2,0.5–3 m,0.5,3.0,A31a polygon intersection
official_export_002:282,13106,台東区,National,Registered,有形文化財,建造物,building_direct,タイガービルヂング,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,3–5 m,3,3–5 m,3.0,5.0,A31a polygon intersection
official_export_002:367,13106,台東区,National,Registered,有形文化財,建造物,building_direct,中江店舗,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,0.5–3 m,2,0.5–3 m,0.5,3.0,A31a polygon intersection
official_export_002:28,13106,台東区,National,Registered,有形文化財,建造物,building_direct,伊勢屋店舗兼主屋,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,0.5–3 m,2,0.5–3 m,0.5,3.0,A31a polygon intersection
131067100075,13106,台東区,Municipal,Designated,民俗文化財,有形民俗文化財,point,浅草浅間神社本殿并びに諸資料 付 境内地,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,3–5 m,3,3–5 m,3.0,5.0,A31a polygon intersection
official_export_002:243,13106,台東区,National,Registered,有形文化財,建造物,building_direct,西徳寺本堂,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,3–5 m,3,3–5 m,3.0,5.0,A31a polygon intersection
official_export_002:325,13106,台東区,National,Registered,有形文化財,建造物,building_direct,燕湯,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,0.5–3 m,2,0.5–3 m,0.5,3.0,A31a polygon intersection
131075100097,13107,墨田区,Municipal,Unknown,民俗文化財,有形民俗文化財,point,如意輪寺の六面六地蔵石幢,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,0.5–3 m,2,0.5–3 m,0.5,3.0,A31a polygon intersection
131075100120,13107,墨田区,Municipal,Unknown,民俗文化財,有形民俗文化財,point,安藤家旧蔵田舟,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,0.5–3 m,2,0.5–3 m,0.5,3.0,A31a polygon intersection
131075100105,13107,墨田区,Municipal,Unknown,民俗文化財,有形民俗文化財,point,香取神社の石造水鉢(禊盥),荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,3–5 m,3,3–5 m,3.0,5.0,A31a polygon intersection
131075100149,13107,墨田区,Municipal,Unknown,民俗文化財,無形民俗文化財(民俗芸能),point,隅田囃子(箕輪囃子),荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,5 m以上,4,5–10 m,5.0,10.0,A31a polygon intersection
131075100004,13107,墨田区,Municipal,Unknown,有形文化財,建造物,building_direct,旧小山家住宅,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,3–5 m,3,3–5 m,3.0,5.0,A31a polygon intersection
official_export_002:99,13107,墨田区,National,Registered,有形文化財,建造物,building_direct,割烹美家古向島本店店舗,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,0.5–3 m,2,0.5–3 m,0.5,3.0,A31a polygon intersection
official_export_002:277,13107,墨田区,National,Registered,有形文化財,建造物,building_direct,墨田区立言問小学校講堂,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,0.5–3 m,2,0.5–3 m,0.5,3.0,A31a polygon intersection
official_export_002:276,13107,墨田区,National,Registered,有形文化財,建造物,building_direct,墨田区立言問小学校校舎,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,3–5 m,3,3–5 m,3.0,5.0,A31a polygon intersection
131075100050,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,啓運閣所蔵板碑 ※非公開,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,3–5 m,3,3–5 m,3.0,5.0,A31a polygon intersection
131075100075,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,大石三平墓,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,0.5–3 m,2,0.5–3 m,0.5,3.0,A31a polygon intersection
131075100069,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,石造「夜寉井銘」の碑,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,0.5–3 m,2,0.5–3 m,0.5,3.0,A31a polygon intersection
131075100014,13107,墨田区,Municipal,Unknown,有形文化財,建造物,building_direct,實相寺熊谷稲荷堂 附再建関連文書ニ点・青図三枚・写真一点,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,0–0.5 m,1,0–0.5 m,0.0,0.5,A31a polygon intersection
131075100066,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,絹本墨書扁額「明明徳」,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,0.5–3 m,2,0.5–3 m,0.5,3.0,A31a polygon intersection
131075100057,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,蓮花寺の石柱道標 文化十五年銘 一基 文政五年銘 一基,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,3–5 m,3,3–5 m,3.0,5.0,A31a polygon intersection
131075100116,13107,墨田区,Municipal,Unknown,民俗文化財,有形民俗文化財,point,力石,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,3–5 m,3,3–5 m,3.0,5.0,A31a polygon intersection
131075100067,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,歌川豊広辞世の狂歌碑,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,3–5 m,3,3–5 m,3.0,5.0,A31a polygon intersection
131075100103,13107,墨田区,Municipal,Unknown,民俗文化財,有形民俗文化財,point,萬福寺の石造庚申塔 (青面金剛童子),荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,3–5 m,3,3–5 m,3.0,5.0,A31a polygon intersection
131075100122,13107,墨田区,Municipal,Unknown,民俗文化財,有形民俗文化財,point,山玉向嶋講社の碑,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,0.5–3 m,2,0.5–3 m,0.5,3.0,A31a polygon intersection
official_export_002:327,13107,墨田区,National,Registered,有形文化財,建造物,building_direct,照田家住宅主屋,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,0.5–3 m,2,0.5–3 m,0.5,3.0,A31a polygon intersection
131083000000.0,13108,江東区,National,Designated,有形文化財,建造物,building_direct,清洲橋,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,5 m以上,4,5–10 m,5.0,10.0,A31a polygon intersection
official_export_003:62,13108,江東区,National,Designated,記念物,天然記念物,point,松平定信墓,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,0.5–3 m,2,0.5–3 m,0.5,3.0,A31a polygon intersection
official_export_002:333,13108,江東区,National,Registered,有形文化財,建造物,building_direct,東京商船大学1号館,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,0–0.5 m,1,0–0.5 m,0.0,0.5,A31a polygon intersection
official_export_002:166,13108,江東区,National,Registered,有形文化財,建造物,building_direct,旧東京市深川食堂,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,0.5–3 m,2,0.5–3 m,0.5,3.0,A31a polygon intersection
official_export_002:335,13108,江東区,National,Registered,有形文化財,建造物,building_direct,東京商船大学旧天体観測所(第二観測台),荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,0.5–3 m,2,0.5–3 m,0.5,3.0,A31a polygon intersection
official_export_002:336,13108,江東区,National,Registered,有形文化財,建造物,building_direct,東京商船大学事務局管理棟,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,0–0.5 m,1,0–0.5 m,0.0,0.5,A31a polygon intersection
official_export_002:334,13108,江東区,National,Registered,有形文化財,建造物,building_direct,東京商船大学旧天体観測所(第一観測台),荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,0.5–3 m,2,0.5–3 m,0.5,3.0,A31a polygon intersection
98,13123,江戸川区,Tokyo Metropolitan,Designated,有形文化財,歴史資料,point,天明三年浅間山噴火横死者供養碑,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,0–0.5 m,1,0–0.5 m,0.0,0.5,A31a polygon intersection
176,13118,荒川区,Unknown,Unknown,未判定,未細分,point,彰義隊戦死者墓,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,3–5 m,3,3–5 m,3.0,5.0,A31a polygon intersection
180,13121,足立区,Unknown,Unknown,未判定,未細分,point,初代安藤広重墓及び記念碑,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,0.5–3 m,2,0.5–3 m,0.5,3.0,A31a polygon intersection
124,13122,葛飾区,Tokyo Metropolitan,Designated,記念物,史跡,point,立石,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,3–5 m,3,3–5 m,3.0,5.0,A31a polygon intersection
181,13122,葛飾区,Tokyo Metropolitan,Designated,記念物,旧跡,point,安積艮斎墓,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,3–5 m,3,3–5 m,3.0,5.0,A31a polygon intersection
183,13122,葛飾区,Tokyo Metropolitan,Designated,記念物,旧跡,point,山田検校墓,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,0.5–3 m,2,0.5–3 m,0.5,3.0,A31a polygon intersection
official_export_001:38,13122,葛飾区,National,Designated,有形文化財,建造物,building_direct,旧小菅刑務所庁舎,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,3–5 m,3,3–5 m,3.0,5.0,A31a polygon intersection
125,13123,江戸川区,Tokyo Metropolitan,Designated,記念物,史跡,point,一之江名主屋敷,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,0–0.5 m,1,0–0.5 m,0.0,0.5,A31a polygon intersection
official_export_001:113,13102,中央区,National,Designated,有形文化財,建造物,building_direct,日本橋,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,0.5–3 m,2,0.5–3 m,0.5,3.0,A31a polygon intersection
3,13106,台東区,Tokyo Metropolitan,Designated,有形文化財,建造物,building_direct,浅草寺六角堂,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,0.5–3 m,2,0.5–3 m,0.5,3.0,A31a polygon intersection
157,13106,台東区,Tokyo Metropolitan,Designated,記念物,旧跡,point,戸田茂睡墓,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,0.5–3 m,2,0.5–3 m,0.5,3.0,A31a polygon intersection
158,13106,台東区,Tokyo Metropolitan,Designated,記念物,旧跡,point,六地蔵石燈籠,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,0.5–3 m,2,0.5–3 m,0.5,3.0,A31a polygon intersection
161,13106,台東区,Tokyo Metropolitan,Designated,記念物,旧跡,point,谷文晁墓,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,0.5–3 m,2,0.5–3 m,0.5,3.0,A31a polygon intersection
162,13106,台東区,Tokyo Metropolitan,Designated,記念物,旧跡,point,幡随院長兵衛墓,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,0.5–3 m,2,0.5–3 m,0.5,3.0,A31a polygon intersection
131067100060,13106,台東区,Municipal,Other,記念物,史跡,point,柴田是真墓,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,3–5 m,3,3–5 m,3.0,5.0,A31a polygon intersection
131067100132,13106,台東区,Municipal,Other,民俗文化財,有形民俗文化財,point,大太刀(陰陽丸),荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,3–5 m,3,3–5 m,3.0,5.0,A31a polygon intersection
131067100134,13106,台東区,Municipal,Other,有形文化財,建造物,building_direct,石造多宝塔,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,3–5 m,3,3–5 m,3.0,5.0,A31a polygon intersection
131067100147,13106,台東区,Municipal,Other,民俗文化財,有形民俗文化財,point,浅草寺絵馬・扁額群,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,3–5 m,3,3–5 m,3.0,5.0,A31a polygon intersection
131067100162,13106,台東区,Municipal,Other,民俗文化財,有形民俗文化財,point,吉徳これくしょん(和書),荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,0.5–3 m,2,0.5–3 m,0.5,3.0,A31a polygon intersection
131067100163,13106,台東区,Municipal,Other,民俗文化財,有形民俗文化財,point,吉徳これくしょん(一枚刷),荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,0.5–3 m,2,0.5–3 m,0.5,3.0,A31a polygon intersection
131067100168,13106,台東区,Municipal,Other,民俗文化財,有形民俗文化財,point,吉徳これくしょん〔芝居番付類(一枚刷)〕,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,0.5–3 m,2,0.5–3 m,0.5,3.0,A31a polygon intersection
131067100171,13106,台東区,Municipal,Other,民俗文化財,有形民俗文化財,point,吉徳これくしょん(古文書),荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,0.5–3 m,2,0.5–3 m,0.5,3.0,A31a polygon intersection
131067100174,13106,台東区,Municipal,Other,民俗文化財,有形民俗文化財,point,吉徳これくしょん(羽子板),荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,0.5–3 m,2,0.5–3 m,0.5,3.0,A31a polygon intersection
131067100178,13106,台東区,Municipal,Other,民俗文化財,有形民俗文化財,point,吉徳これくしょん(五月人形),荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,0.5–3 m,2,0.5–3 m,0.5,3.0,A31a polygon intersection
131067100181,13106,台東区,Municipal,Other,民俗文化財,有形民俗文化財,point,吉徳これくしょん(雛人形),荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,0.5–3 m,2,0.5–3 m,0.5,3.0,A31a polygon intersection
official_export_002:357,13106,台東区,National,Registered,有形文化財,建造物,building_direct,東京地下鉄銀座線浅草駅四番出入口上家,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,0.5–3 m,2,0.5–3 m,0.5,3.0,A31a polygon intersection
official_export_003:2,13106,台東区,National,Designated,記念物,天然記念物,point,伊能忠敬墓,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,3–5 m,3,3–5 m,3.0,5.0,A31a polygon intersection
official_export_003:42,13106,台東区,National,Designated,記念物,天然記念物,point,高橋至時墓,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,3–5 m,3,3–5 m,3.0,5.0,A31a polygon intersection
official_export_003:59,13106,台東区,National,Designated,記念物,天然記念物,point,平賀源内墓,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,3–5 m,3,3–5 m,3.0,5.0,A31a polygon intersection
171,13107,墨田区,Tokyo Metropolitan,Designated,記念物,旧跡,point,赤穂浪士元禄義挙の跡,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,0.5–3 m,2,0.5–3 m,0.5,3.0,A31a polygon intersection
172,13107,墨田区,Tokyo Metropolitan,Designated,記念物,旧跡,point,加藤千蔭墓,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,0–0.5 m,1,0–0.5 m,0.0,0.5,A31a polygon intersection
173,13107,墨田区,Tokyo Metropolitan,Designated,記念物,旧跡,point,磐瀬京伝墓,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,0–0.5 m,1,0–0.5 m,0.0,0.5,A31a polygon intersection
174,13107,墨田区,Tokyo Metropolitan,Designated,記念物,旧跡,point,磐瀬京山墓,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,0–0.5 m,1,0–0.5 m,0.0,0.5,A31a polygon intersection
197,13107,墨田区,Tokyo Metropolitan,Designated,記念物,名勝,point,旧安田庭園,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,0.5–3 m,2,0.5–3 m,0.5,3.0,A31a polygon intersection
131075100001,13107,墨田区,Municipal,Unknown,有形文化財,建造物,building_direct,牛嶋神社石造鳥居,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,0.5–3 m,2,0.5–3 m,0.5,3.0,A31a polygon intersection
131075100002,13107,墨田区,Municipal,Unknown,有形文化財,建造物,building_direct,白髭神社石造鳥居,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,3–5 m,3,3–5 m,3.0,5.0,A31a polygon intersection
131075100003,13107,墨田区,Municipal,Unknown,有形文化財,建造物,building_direct,多聞寺山門,荒川,river_flooding,洪水浸水想定区域,A31a 荒川,想定最大規模,5 m以上,4,5–10 m,5.0,10.0,A31a polygon intersection
