record_id,municipality_code,municipality_name,designation_level,designation_status,heritage_type_major,heritage_type_detail_norm,entity_class,name,depth_m,hazard_source,scenario,risk_basis,risk_type,depth_class
official_export_002:12,13208,調布市,National,Registered,有形文化財,建造物,building_direct,新井家住宅外蔵,0.08,野川_仙川_入間川_谷沢川及び丸子川流域,,external point-grid sampling,river_flooding,0–0.5 m
official_export_002:13,13208,調布市,National,Registered,有形文化財,建造物,building_direct,新井家住宅中門及び塀,0.0628,野川_仙川_入間川_谷沢川及び丸子川流域,,external point-grid sampling,river_flooding,0–0.5 m
official_export_002:154,13208,調布市,National,Registered,有形文化財,建造物,building_direct,旧佐橋家住宅主屋,0.0,野川_仙川_入間川_谷沢川及び丸子川流域,,external point-grid sampling,river_flooding,0
official_export_002:155,13208,調布市,National,Registered,有形文化財,建造物,building_direct,旧佐橋家住宅門,0.0,野川_仙川_入間川_谷沢川及び丸子川流域,,external point-grid sampling,river_flooding,0
official_export_002:180,13208,調布市,National,Registered,有形文化財,建造物,building_direct,旧武者小路実篤邸主屋,,,,,river_flooding,No data
official_export_002:265,13208,調布市,National,Registered,有形文化財,建造物,building_direct,白百合女子大学めぐみ荘(旧菊池家住宅主屋),0.1,野川・仙川・入間川・谷沢川・丸子川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
official_export_002:417,13208,調布市,National,Registered,有形文化財,建造物,building_direct,真木家住宅日本館,2.12,多摩川水系多摩川・浅川・大栗川,L2（想定最大規模）,PLATEAU building risk,river_flooding,0.5–3 m
official_export_002:418,13208,調布市,National,Registered,有形文化財,建造物,building_direct,真木家住宅洋館,2.12,多摩川水系多摩川・浅川・大栗川,L2（想定最大規模）,PLATEAU building risk,river_flooding,0.5–3 m
official_export_003:35,13208,調布市,National,Designated,記念物,天然記念物,point,下布田遺跡,,,,,river_flooding,No data
official_export_003:36,13208,調布市,National,Designated,記念物,天然記念物,point,深大寺城跡,0.0,野川_仙川_入間川_谷沢川及び丸子川流域,,external point-grid sampling,river_flooding,0
25,13209,町田市,Tokyo Metropolitan,Designated,有形文化財,建造物,building_direct,旧荻野家住宅,0.004,神田川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
135,13209,町田市,Tokyo Metropolitan,Designated,記念物,史跡,point,本町田遺跡,,,,,river_flooding,No data
201,13209,町田市,Tokyo Metropolitan,Designated,記念物,名勝,point,福王寺旧園地(薬師池公園),,,,,river_flooding,No data
official_export_001:111,13209,町田市,National,Designated,有形文化財,建造物,building_direct,旧永井家住宅(旧所在 東京都町田市小野路町),,,,,river_flooding,No data
official_export_003:25,13209,町田市,National,Designated,記念物,天然記念物,point,高ヶ坂石器時代遺跡,,,,,river_flooding,No data
239,13210,小金井市,Tokyo Metropolitan,Designated,有形文化財,建造物,building_direct,旧前川家住宅主屋,0.0,石神井川及び白子川流域,,external point-grid sampling,river_flooding,0
132101000000.0,13210,小金井市,Unknown,Unknown,記念物,名勝,point,小金井(サクラ),0.58,多摩川水系野川・仙川・入間川・谷沢川・丸子川;野川・仙川・入間川・谷沢川・丸子川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0.5–3 m
official_export_002:168,13210,小金井市,National,Registered,有形文化財,建造物,building_direct,旧中村研一邸主屋,3.434,野川_仙川_入間川_谷沢川及び丸子川流域,,external point-grid sampling,river_flooding,3–5 m
official_export_002:169,13210,小金井市,National,Registered,有形文化財,建造物,building_direct,旧中村研一邸茶室(花侵庵),3.434,野川_仙川_入間川_谷沢川及び丸子川流域,,external point-grid sampling,river_flooding,3–5 m
132110100001,13211,小平市,National,Designated,記念物,史跡,point,鈴木遺跡,,,,,river_flooding,No data
132110100002,13211,小平市,Unknown,Unknown,記念物,名勝,point,小金井(サクラ),,,,,river_flooding,No data
132110100003,13211,小平市,Unknown,Unknown,記念物,史跡,point,玉川上水,,,,,river_flooding,No data
132110100005,13211,小平市,Unknown,Unknown,記念物,天然記念物,point,竹内家の大ケヤキ,,,,,river_flooding,No data
132110100008,13211,小平市,Unknown,Unknown,記念物,史跡,point,小川九郎兵衛墓,,,,,river_flooding,No data
132110100009,13211,小平市,Unknown,Unknown,記念物,史跡,point,武蔵野乃一本榎跡,,,,,river_flooding,No data
132110100010,13211,小平市,Unknown,Unknown,民俗文化財,有形民俗文化財,point,延命寺庚申塔,,,,,river_flooding,No data
132110100011,13211,小平市,Unknown,Unknown,有形文化財,未細分,building_direct,旧小平小川郵便局舎,,,,,river_flooding,No data
132110100012,13211,小平市,Unknown,Unknown,有形文化財,未細分,building_direct,旧神山家住宅主屋,,,,,river_flooding,No data
132110100013,13211,小平市,Unknown,Unknown,有形文化財,未細分,building_direct,旧鈴木家住宅穀櫃,,,,,river_flooding,No data
132110100014,13211,小平市,Unknown,Unknown,有形文化財,未細分,building_direct,旧小川家住宅玄関棟,,,,,river_flooding,No data
132110100015,13211,小平市,Unknown,Unknown,記念物,史跡,point,小平市八小遺跡,,,,,river_flooding,No data
132110100016,13211,小平市,Unknown,Unknown,有形文化財,未細分,building_direct,海岸寺山門,,,,,river_flooding,No data
132110100020,13211,小平市,Unknown,Unknown,民俗文化財,無形民俗文化財,point,鈴木ばやし,,,,,river_flooding,No data
132110100021,13211,小平市,Unknown,Unknown,有形文化財,未細分,building_direct,鈴木稲荷神社本殿覆屋の鏝絵,,,,,river_flooding,No data
132110100022,13211,小平市,Unknown,Unknown,有形文化財,未細分,building_direct,鈴木稲荷神社境内の金刀比羅社の彫刻装飾,,,,,river_flooding,No data
132110100023,13211,小平市,Unknown,Unknown,記念物,史跡,point,高橋定右衛門墓,,,,,river_flooding,No data
132110100024,13211,小平市,Unknown,Unknown,記念物,天然記念物,point,熊野宮のケヤキ,,,,,river_flooding,No data
132110100025,13211,小平市,Unknown,Unknown,記念物,天然記念物,point,鈴木稲荷神社のケヤキ,,,,,river_flooding,No data
official_export_003:37,13211,小平市,National,Designated,記念物,天然記念物,point,鈴木遺跡,0.0,石神井川及び白子川流域,,external point-grid sampling,river_flooding,0
26,13212,日野市,Tokyo Metropolitan,Designated,有形文化財,建造物,building_direct,金剛寺旧五部権現社殿,0.06,秋川・平井川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
136,13212,日野市,Tokyo Metropolitan,Designated,記念物,史跡,point,日野宿脇本陣跡,0.23,多摩川水系多摩川・浅川・大栗川;秋川・平井川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
188,13212,日野市,Tokyo Metropolitan,Designated,記念物,旧跡,point,平山季重墓,0.0,浅川圏域_大栗川及び三沢川流域,,external point-grid sampling,river_flooding,0
official_export_001:65,13212,日野市,National,Designated,有形文化財,建造物,building_direct,金剛寺仁王門,0.03,浅川圏域・大栗川・三沢川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
official_export_001:66,13212,日野市,National,Designated,有形文化財,建造物,building_direct,金剛寺不動堂,0.02,浅川圏域・大栗川・三沢川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
official_export_002:171,13212,日野市,National,Registered,有形文化財,建造物,building_direct,旧農林省蚕糸試験場日野桑園第一蚕室,0.54,多摩川水系多摩川・浅川・大栗川,L2（想定最大規模）,PLATEAU building risk,river_flooding,0.5–3 m
official_export_002:402,13212,日野市,National,Registered,有形文化財,建造物,building_direct,日野市立中央図書館,,,,,river_flooding,No data
189,13213,東村山市,Tokyo Metropolitan,Designated,記念物,旧跡,point,久米川古戦場,0.01,黒目川・落合川・柳瀬川・空堀川・奈良橋川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
221,13213,東村山市,Tokyo Metropolitan,Designated,記念物,天然記念物,point,梅岩寺のケヤキ,0.01,黒目川・落合川・柳瀬川・空堀川・奈良橋川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
246,13213,東村山市,Tokyo Metropolitan,Designated,記念物,史跡,point,下宅部遺跡,,,,,river_flooding,No data
132136100001,13213,東村山市,Municipal,Unknown,民俗文化財,有形民俗文化財,point,貞和の板碑,0.0174,黒目川_落合川_柳瀬川_空堀川及び奈良橋川流域,,external point-grid sampling,river_flooding,0–0.5 m
132136100002,13213,東村山市,Municipal,Other,記念物,史跡,point,浅間塚 ・ 境塚,0.1,黒目川_落合川_柳瀬川_空堀川及び奈良橋川流域,,external point-grid sampling,river_flooding,0–0.5 m
132136100003,13213,東村山市,Municipal,Unknown,記念物,天然記念物,point,万年橋のケヤキ,0.32,黒目川_落合川_柳瀬川_空堀川及び奈良橋川流域,,external point-grid sampling,river_flooding,0–0.5 m
132136100004,13213,東村山市,Municipal,Unknown,民俗文化財,無形民俗文化財,point,雅楽・浦安の舞,,,,,river_flooding,No data
132136100005,13213,東村山市,Municipal,Unknown,民俗文化財,無形民俗文化財,point,まつりばやし,,,,,river_flooding,No data
132136100006,13213,東村山市,Municipal,Unknown,有形文化財,未細分,point,秋津神社本殿,0.01,黒目川・落合川・柳瀬川・空堀川・奈良橋川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
132136100007,13213,東村山市,Municipal,Unknown,民俗文化財,有形民俗文化財,point,武藤良由碑,0.14,黒目川_落合川_柳瀬川_空堀川及び奈良橋川流域,,external point-grid sampling,river_flooding,0–0.5 m
132136100008,13213,東村山市,Municipal,Unknown,民俗文化財,有形民俗文化財,point,梅岩寺の庚申塔,0.01,黒目川・落合川・柳瀬川・空堀川・奈良橋川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
132136100009,13213,東村山市,Municipal,Unknown,民俗文化財,有形民俗文化財,point,比 翼 碑 (ひよくひ),0.51,黒目川_落合川_柳瀬川_空堀川及び奈良橋川流域,,external point-grid sampling,river_flooding,0.5–3 m
132136100010,13213,東村山市,Municipal,Unknown,民俗文化財,有形民俗文化財,point,千体小地蔵尊像,0.0174,黒目川_落合川_柳瀬川_空堀川及び奈良橋川流域,,external point-grid sampling,river_flooding,0–0.5 m
132136100011,13213,東村山市,Municipal,Unknown,有形文化財,未細分,point,千体地蔵堂本尊地蔵菩薩立像,0.0174,黒目川_落合川_柳瀬川_空堀川及び奈良橋川流域,,external point-grid sampling,river_flooding,0–0.5 m
132136100012,13213,東村山市,Municipal,Other,記念物,旧跡,point,鎌倉古街道,0.0527,黒目川_落合川_柳瀬川_空堀川及び奈良橋川流域,,external point-grid sampling,river_flooding,0–0.5 m
132136100013,13213,東村山市,Municipal,Unknown,民俗文化財,有形民俗文化財,point,石造延命地蔵立像,0.05,黒目川・落合川・柳瀬川・空堀川・奈良橋川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
132136100014,13213,東村山市,Municipal,Unknown,民俗文化財,有形民俗文化財,point,一石六地蔵,0.02,黒目川_落合川_柳瀬川_空堀川及び奈良橋川流域,,external point-grid sampling,river_flooding,0–0.5 m
132136100015,13213,東村山市,Municipal,Unknown,有形文化財,未細分,point,獣脚付蔵骨器,0.51,黒目川_落合川_柳瀬川_空堀川及び奈良橋川流域,,external point-grid sampling,river_flooding,0.5–3 m
132136100016,13213,東村山市,Municipal,Other,記念物,旧跡,point,瓦塔出土地 (がとう),0.01,黒目川・落合川・柳瀬川・空堀川・奈良橋川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
132136100017,13213,東村山市,Municipal,Unknown,民俗文化財,有形民俗文化財,point,応永の板碑,0.01,黒目川_落合川_柳瀬川_空堀川及び奈良橋川流域,,external point-grid sampling,river_flooding,0–0.5 m
132136100018,13213,東村山市,Municipal,Unknown,民俗文化財,有形民俗文化財,point,新・四国石仏,,黒目川_落合川_柳瀬川_空堀川及び奈良橋川流域,,external point-grid sampling,river_flooding,No data
132136100019,13213,東村山市,Municipal,Unknown,民俗文化財,有形民俗文化財,point,富田家の宝篋印塔,0.01,黒目川_落合川_柳瀬川_空堀川及び奈良橋川流域,,external point-grid sampling,river_flooding,0–0.5 m
132136100020,13213,東村山市,Municipal,Unknown,民俗文化財,有形民俗文化財,point,赤坂の庚申塔付6基,0.04,黒目川_落合川_柳瀬川_空堀川及び奈良橋川流域,,external point-grid sampling,river_flooding,0–0.5 m
132136100021,13213,東村山市,Municipal,Unknown,民俗文化財,有形民俗文化財,point,東村山停車場の碑,0.1246,黒目川_落合川_柳瀬川_空堀川及び奈良橋川流域,,external point-grid sampling,river_flooding,0–0.5 m
132136100022,13213,東村山市,Municipal,Unknown,民俗文化財,有形民俗文化財,point,八坂神社の大獅子頭,0.1157,黒目川_落合川_柳瀬川_空堀川及び奈良橋川流域,,external point-grid sampling,river_flooding,0–0.5 m
132136100023,13213,東村山市,Municipal,Unknown,民俗文化財,有形民俗文化財,point,白山神社の牛頭天王像,0.0123,黒目川_落合川_柳瀬川_空堀川及び奈良橋川流域,,external point-grid sampling,river_flooding,0–0.5 m
132136100024,13213,東村山市,Municipal,Unknown,有形文化財,未細分,point,木造薬師如来立像,0.01,黒目川_落合川_柳瀬川_空堀川及び奈良橋川流域,,external point-grid sampling,river_flooding,0–0.5 m
132136100025,13213,東村山市,Municipal,Other,記念物,史跡,point,久米川の富士塚,0.01,黒目川_落合川_柳瀬川_空堀川及び奈良橋川流域,,external point-grid sampling,river_flooding,0–0.5 m
132136100026,13213,東村山市,Municipal,Unknown,有形文化財,未細分,point,正福寺山門,0.0174,黒目川_落合川_柳瀬川_空堀川及び奈良橋川流域,,external point-grid sampling,river_flooding,0–0.5 m
132136100027,13213,東村山市,Municipal,Unknown,有形文化財,未細分,point,小町家文書,,黒目川_落合川_柳瀬川_空堀川及び奈良橋川流域,,external point-grid sampling,river_flooding,No data
132136100028,13213,東村山市,Municipal,Unknown,有形文化財,未細分,point,當麻勉家文書,,黒目川_落合川_柳瀬川_空堀川及び奈良橋川流域,,external point-grid sampling,river_flooding,No data
132136100029,13213,東村山市,Municipal,Unknown,有形文化財,未細分,point,江藤昌明家文書,,黒目川_落合川_柳瀬川_空堀川及び奈良橋川流域,,external point-grid sampling,river_flooding,No data
132136100030,13213,東村山市,Municipal,Unknown,有形文化財,未細分,point,下宅部遺跡出土品,0.65,黒目川_落合川_柳瀬川_空堀川及び奈良橋川流域,,external point-grid sampling,river_flooding,0.5–3 m
132136100031,13213,東村山市,Municipal,Other,記念物,旧跡,point,東京陸軍少年通信兵学校跡地,0.35,黒目川_落合川_柳瀬川_空堀川及び奈良橋川流域,,external point-grid sampling,river_flooding,0–0.5 m
132136100032,13213,東村山市,Municipal,Unknown,有形文化財,未細分,point,熊野神社遺跡出土陶磁器,,黒目川_落合川_柳瀬川_空堀川及び奈良橋川流域,,external point-grid sampling,river_flooding,No data
132136100033,13213,東村山市,Municipal,Unknown,民俗文化財,有形民俗文化財,point,はなびや人形店押絵羽子板製作関連資料,,黒目川_落合川_柳瀬川_空堀川及び奈良橋川流域,,external point-grid sampling,river_flooding,No data
132136100034,13213,東村山市,Municipal,Unknown,有形文化財,未細分,point,諏訪神社本殿,0.01,黒目川・落合川・柳瀬川・空堀川・奈良橋川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
132136100035,13213,東村山市,Municipal,Unknown,有形文化財,未細分,point,笹塚遺跡出土縄文土器,,黒目川_落合川_柳瀬川_空堀川及び奈良橋川流域,,external point-grid sampling,river_flooding,No data
132136100036,13213,東村山市,National,Designated,未判定,国宝,point,正福寺地蔵堂,0.0174,黒目川_落合川_柳瀬川_空堀川及び奈良橋川流域,,external point-grid sampling,river_flooding,0–0.5 m
132136100037,13213,東村山市,National,Designated,有形文化財,未細分,point,板碑 元弘三年斎藤盛貞等戦死供養碑,0.51,黒目川_落合川_柳瀬川_空堀川及び奈良橋川流域,,external point-grid sampling,river_flooding,0.5–3 m
132136100038,13213,東村山市,National,Designated,有形文化財,未細分,point,東京都下宅部遺跡出土品,0.65,黒目川_落合川_柳瀬川_空堀川及び奈良橋川流域,,external point-grid sampling,river_flooding,0.5–3 m
132136100039,13213,東村山市,Tokyo Metropolitan,Unknown,記念物,天然記念物,point,梅岩寺のカヤ,,黒目川_落合川_柳瀬川_空堀川及び奈良橋川流域,,external point-grid sampling,river_flooding,No data
132136100040,13213,東村山市,Tokyo Metropolitan,Unknown,記念物,天然記念物,point,梅岩寺のケヤキ,,黒目川_落合川_柳瀬川_空堀川及び奈良橋川流域,,external point-grid sampling,river_flooding,No data
132136100041,13213,東村山市,Tokyo Metropolitan,Unknown,記念物,旧跡,point,久米川古戦場,0.01,黒目川・落合川・柳瀬川・空堀川・奈良橋川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
132136100042,13213,東村山市,Tokyo Metropolitan,Unknown,記念物,史跡,point,下宅部遺跡,0.29,黒目川・落合川・柳瀬川・空堀川・奈良橋川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
official_export_001:78,13213,東村山市,National,Designated,有形文化財,建造物,building_direct,正福寺地蔵堂,0.01,黒目川・落合川・柳瀬川・空堀川・奈良橋川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
202,13214,国分寺市,Tokyo Metropolitan,Designated,記念物,名勝,point,真姿の池湧水群,0.0,野川_仙川_入間川_谷沢川及び丸子川流域,,external point-grid sampling,river_flooding,0
132144100002,13214,国分寺市,National,Designated,その他,その他,point,武蔵国分寺跡 附東山道武蔵路跡,0.0,野川_仙川_入間川_谷沢川及び丸子川流域,,external point-grid sampling,river_flooding,0
132144100003,13214,国分寺市,National,Designated,その他,その他,point,武蔵多喜窪遺跡第一号住居跡出土品,0.0,野川_仙川_入間川_谷沢川及び丸子川流域,,external point-grid sampling,river_flooding,0
132144100004,13214,国分寺市,National,Designated,その他,その他,point,殿ヶ谷戸庭園 (随冝園),0.0,野川_仙川_入間川_谷沢川及び丸子川流域,,external point-grid sampling,river_flooding,0
132144100006,13214,国分寺市,National,Registered,有形文化財,建造物,building_direct,沖本家住宅洋館,0.0,野川_仙川_入間川_谷沢川及び丸子川流域,,external point-grid sampling,river_flooding,0
132144100007,13214,国分寺市,National,Registered,有形文化財,建造物,building_direct,沖本家住宅和館,0.0,野川_仙川_入間川_谷沢川及び丸子川流域,,external point-grid sampling,river_flooding,0
132144100009,13214,国分寺市,Tokyo Metropolitan,Designated,その他,その他,point,武蔵国分寺跡出土の緑釉花文皿,0.0,野川_仙川_入間川_谷沢川及び丸子川流域,,external point-grid sampling,river_flooding,0
132144100010,13214,国分寺市,Tokyo Metropolitan,Designated,その他,その他,point,唐草四獣文銅蓋,0.0,野川_仙川_入間川_谷沢川及び丸子川流域,,external point-grid sampling,river_flooding,0
132144100011,13214,国分寺市,Tokyo Metropolitan,Designated,その他,その他,point,真姿の池湧水群,0.0,野川_仙川_入間川_谷沢川及び丸子川流域,,external point-grid sampling,river_flooding,0
132144100012,13214,国分寺市,Municipal,Designated,有形文化財,建造物,building_direct,川崎・伊奈両代官謝恩塔,0.0,野川_仙川_入間川_谷沢川及び丸子川流域,,external point-grid sampling,river_flooding,0
132144100013,13214,国分寺市,Municipal,Designated,有形文化財,建造物,building_direct,国分寺仁王門,0.0,野川_仙川_入間川_谷沢川及び丸子川流域,,external point-grid sampling,river_flooding,0
132144100014,13214,国分寺市,Municipal,Designated,その他,その他,point,国分寺所蔵資料(旧国分寺市文化財保存館資料),0.0,野川_仙川_入間川_谷沢川及び丸子川流域,,external point-grid sampling,river_flooding,0
132144100015,13214,国分寺市,Municipal,Designated,その他,その他,point,土師竪穴住居跡,0.0,野川_仙川_入間川_谷沢川及び丸子川流域,,external point-grid sampling,river_flooding,0
132144100016,13214,国分寺市,Municipal,Designated,その他,その他,point,万葉植物園,0.0,野川_仙川_入間川_谷沢川及び丸子川流域,,external point-grid sampling,river_flooding,0
132144100017,13214,国分寺市,Municipal,Designated,その他,その他,point,国分寺のコウヤマキ,0.0,野川_仙川_入間川_谷沢川及び丸子川流域,,external point-grid sampling,river_flooding,0
132144100018,13214,国分寺市,Municipal,Designated,その他,その他,point,祥応寺のコノテガシワ,0.2374,野川_仙川_入間川_谷沢川及び丸子川流域,,external point-grid sampling,river_flooding,0–0.5 m
132144100019,13214,国分寺市,Municipal,Designated,有形文化財,建造物,building_direct,国分寺薬師堂,0.0,野川_仙川_入間川_谷沢川及び丸子川流域,,external point-grid sampling,river_flooding,0
132144100020,13214,国分寺市,Municipal,Designated,有形文化財,建造物,building_direct,国分寺楼門,0.23,野川・仙川・入間川・谷沢川・丸子川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
132144100021,13214,国分寺市,Municipal,Designated,その他,その他,point,本多良雄家古文書,0.5748,野川_仙川_入間川_谷沢川及び丸子川流域,,external point-grid sampling,river_flooding,0.5–3 m
132144100022,13214,国分寺市,Municipal,Designated,その他,その他,point,戸倉義助家古文書,0.5748,野川_仙川_入間川_谷沢川及び丸子川流域,,external point-grid sampling,river_flooding,0.5–3 m
132144100023,13214,国分寺市,Municipal,Designated,その他,その他,point,元文元年野中新田検地帳,0.0892,野川_仙川_入間川_谷沢川及び丸子川流域,,external point-grid sampling,river_flooding,0–0.5 m
132144100024,13214,国分寺市,Municipal,Designated,その他,その他,point,武蔵野新田養料金一件始末書,0.0,野川_仙川_入間川_谷沢川及び丸子川流域,,external point-grid sampling,river_flooding,0
132144100025,13214,国分寺市,Municipal,Designated,その他,その他,point,南北武蔵野新田養料金始末書,0.0,野川_仙川_入間川_谷沢川及び丸子川流域,,external point-grid sampling,river_flooding,0
132144100026,13214,国分寺市,Municipal,Designated,その他,その他,point,村巨細日記,0.5748,野川_仙川_入間川_谷沢川及び丸子川流域,,external point-grid sampling,river_flooding,0.5–3 m
132144100027,13214,国分寺市,Municipal,Designated,その他,その他,point,武蔵野 新田成立期の御用留,0.0,野川_仙川_入間川_谷沢川及び丸子川流域,,external point-grid sampling,river_flooding,0
132144100028,13214,国分寺市,Municipal,Designated,その他,その他,point,徳川将軍家寺領安堵朱印状,0.0,野川_仙川_入間川_谷沢川及び丸子川流域,,external point-grid sampling,river_flooding,0
132144100029,13214,国分寺市,Municipal,Designated,その他,その他,point,伝鎌倉街道,,,,,river_flooding,No data
132144100030,13214,国分寺市,Municipal,Designated,その他,その他,point,立川ローム層第X層出土石斧群,0.0,野川_仙川_入間川_谷沢川及び丸子川流域,,external point-grid sampling,river_flooding,0
132144100031,13214,国分寺市,Municipal,Designated,その他,その他,point,川崎平右衛門及び観音寺中興開山供養塔,,,,,river_flooding,No data
132144100032,13214,国分寺市,Municipal,Designated,その他,その他,point,疫病神の詫び証文,0.5748,野川_仙川_入間川_谷沢川及び丸子川流域,,external point-grid sampling,river_flooding,0.5–3 m
132144100033,13214,国分寺市,Municipal,Designated,その他,その他,point,硬玉製大珠,0.0,野川_仙川_入間川_谷沢川及び丸子川流域,,external point-grid sampling,river_flooding,0
132144100034,13214,国分寺市,Municipal,Designated,その他,その他,point,木造書見台 墨書銘 「弘治二年 」,0.0,野川_仙川_入間川_谷沢川及び丸子川流域,,external point-grid sampling,river_flooding,0
132144100035,13214,国分寺市,Municipal,Designated,有形文化財,建造物,building_direct,旧本多家住宅長屋門,0.0,野川_仙川_入間川_谷沢川及び丸子川流域,,external point-grid sampling,river_flooding,0
132144100036,13214,国分寺市,Municipal,Designated,有形文化財,建造物,building_direct,旧 本多家住宅倉,0.0,野川_仙川_入間川_谷沢川及び丸子川流域,,external point-grid sampling,river_flooding,0
132144100037,13214,国分寺市,Municipal,Designated,その他,その他,point,武蔵国分寺跡出土の小型海獣葡萄鏡,0.0,野川_仙川_入間川_谷沢川及び丸子川流域,,external point-grid sampling,river_flooding,0
132144100038,13214,国分寺市,Municipal,Designated,その他,その他,point,武蔵国分寺跡出土の金銅製円形飾金具,0.0,野川_仙川_入間川_谷沢川及び丸子川流域,,external point-grid sampling,river_flooding,0
132144100039,13214,国分寺市,Municipal,Designated,その他,その他,point,本多八幡神社の力石,0.3131,野川_仙川_入間川_谷沢川及び丸子川流域,,external point-grid sampling,river_flooding,0–0.5 m
132144100040,13214,国分寺市,Municipal,Designated,その他,その他,point,西町五丁目の旧屋敷林,0.0,野川_仙川_入間川_谷沢川及び丸子川流域,,external point-grid sampling,river_flooding,0
132144100041,13214,国分寺市,Municipal,Designated,その他,その他,point,恋ヶ窪村分水,0.0,野川_仙川_入間川_谷沢川及び丸子川流域,,external point-grid sampling,river_flooding,0
132144100042,13214,国分寺市,Municipal,Designated,その他,その他,point,本多八幡神社神輿,0.3131,野川_仙川_入間川_谷沢川及び丸子川流域,,external point-grid sampling,river_flooding,0–0.5 m
132144100043,13214,国分寺市,Municipal,Designated,その他,その他,point,中藤新田分水跡,,,,,river_flooding,No data
official_export_002:70,13214,国分寺市,National,Registered,有形文化財,建造物,building_direct,沖本家住宅洋館,,,,,river_flooding,No data
official_export_002:71,13214,国分寺市,National,Registered,有形文化財,建造物,building_direct,沖本家住宅和館,,,,,river_flooding,No data
official_export_003:51,13214,国分寺市,National,Designated,記念物,天然記念物,point,殿ヶ谷戸庭園(随冝園),0.0,野川_仙川_入間川_谷沢川及び丸子川流域,,external point-grid sampling,river_flooding,0
official_export_003:67,13214,国分寺市,National,Designated,記念物,天然記念物,point,武蔵国分寺跡 附東山道武蔵路跡,0.0,野川_仙川_入間川_谷沢川及び丸子川流域,,external point-grid sampling,river_flooding,0
190,13215,国立市,Tokyo Metropolitan,Designated,記念物,旧跡,point,伊藤単朴墓,0.46,多摩川水系多摩川・浅川・大栗川,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
191,13215,国立市,Tokyo Metropolitan,Designated,記念物,旧跡,point,三田氏館跡,,,,,river_flooding,No data
222,13215,国立市,Tokyo Metropolitan,Designated,記念物,天然記念物,point,谷保天満宮社叢,,,,,river_flooding,No data
132152100005,13215,国立市,National,Registered,有形文化財,未細分,building_direct,一橋大学兼松講堂,,,,,river_flooding,No data
132152100006,13215,国立市,National,Registered,有形文化財,未細分,building_direct,一橋大学旧門衛所,,,,,river_flooding,No data
132152100007,13215,国立市,National,Registered,有形文化財,未細分,building_direct,一橋大学東本館,,,,,river_flooding,No data
132152100008,13215,国立市,National,Registered,有形文化財,未細分,building_direct,滝乃川学園本館,0.27,多摩川水系多摩川・浅川・大栗川,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
132152100009,13215,国立市,Tokyo Metropolitan,Designated,記念物,天然記念物,point,谷保天満宮社叢,,,,,river_flooding,No data
132152100010,13215,国立市,Tokyo Metropolitan,Designated,記念物,旧跡,point,三田氏館跡,,,,,river_flooding,No data
132152100011,13215,国立市,Tokyo Metropolitan,Designated,記念物,旧跡,point,伊藤単朴の墓,,,,,river_flooding,No data
132152100012,13215,国立市,Tokyo Metropolitan,Designated,有形文化財,未細分,building_direct,旧本田家住宅主屋・表門,,,,,river_flooding,No data
132152100013,13215,国立市,Municipal,Designated,有形文化財,未細分,building_direct,谷保天満宮本殿附棟札,,,,,river_flooding,No data
132152100014,13215,国立市,Municipal,Designated,有形文化財,未細分,building_direct,谷保天満宮拝殿,,,,,river_flooding,No data
132152100015,13215,国立市,Municipal,Designated,無形文化財,未細分,point,谷保天満宮獅子舞,,,,,river_flooding,No data
132152100020,13215,国立市,Municipal,Designated,有形文化財,未細分,building_direct,南養寺本堂,,,,,river_flooding,No data
132152100021,13215,国立市,Municipal,Designated,有形文化財,未細分,building_direct,南養寺大悲殿,,,,,river_flooding,No data
132152100022,13215,国立市,Municipal,Designated,有形文化財,未細分,building_direct,南養寺総門,,,,,river_flooding,No data
132152100023,13215,国立市,Municipal,Designated,有形文化財,未細分,building_direct,南養寺鐘楼,,,,,river_flooding,No data
132152100024,13215,国立市,Municipal,Designated,記念物,史跡,point,南養寺庭園,,,,,river_flooding,No data
