record_id,risk_type,municipality_code,municipality_name,designation_level,designation_status,heritage_type_major,heritage_type_detail_norm,entity_class,name
official_export_002:468,fire,13110,目黒区,National,Registered,有形文化財,建造物,building_direct,祐天寺地蔵堂門
official_export_002:469,fire,13110,目黒区,National,Registered,有形文化財,建造物,building_direct,祐天寺書院
official_export_002:470,fire,13110,目黒区,National,Registered,有形文化財,建造物,building_direct,祐天寺鐘楼
official_export_002:471,fire,13110,目黒区,National,Registered,有形文化財,建造物,building_direct,祐天寺本堂
official_export_002:472,fire,13110,目黒区,National,Registered,有形文化財,建造物,building_direct,祐天寺水屋
official_export_003:0,fire,13110,目黒区,National,Designated,記念物,天然記念物,point,青木昆陽墓
112,fire,13111,大田区,Tokyo Metropolitan,Designated,記念物,史跡,point,奥絵師狩野家墓所
113,fire,13111,大田区,Tokyo Metropolitan,Designated,記念物,史跡,point,宝?山古墳
114,fire,13111,大田区,Tokyo Metropolitan,Designated,記念物,史跡,point,多摩川台古墳群
175,fire,13111,大田区,Tokyo Metropolitan,Designated,記念物,旧跡,point,日蓮上人入滅の旧跡
official_export_001:3,fire,13111,大田区,National,Designated,有形文化財,建造物,building_direct,池上本門寺宝塔
official_export_001:131,fire,13111,大田区,National,Designated,有形文化財,建造物,building_direct,本門寺五重塔
official_export_002:35,fire,13111,大田区,National,Registered,有形文化財,建造物,building_direct,伊藤家住宅主屋
official_export_002:47,fire,13111,大田区,National,Registered,有形文化財,建造物,building_direct,位田家住宅主屋
official_export_002:77,fire,13111,大田区,National,Registered,有形文化財,建造物,building_direct,御嶽神社社務所
official_export_002:78,fire,13111,大田区,National,Registered,有形文化財,建造物,building_direct,御嶽神社水行堂
official_export_002:79,fire,13111,大田区,National,Registered,有形文化財,建造物,building_direct,御嶽神社末社一山神社祖霊社
official_export_002:98,fire,13111,大田区,National,Registered,有形文化財,建造物,building_direct,数江家住宅主屋
official_export_002:111,fire,13111,大田区,National,Registered,有形文化財,建造物,building_direct,河原家住宅主屋
official_export_002:149,fire,13111,大田区,National,Registered,有形文化財,建造物,building_direct,旧川端龍子邸主屋及び中門
official_export_002:150,fire,13111,大田区,National,Registered,有形文化財,建造物,building_direct,旧川端龍子邸画室
official_export_002:151,fire,13111,大田区,National,Registered,有形文化財,建造物,building_direct,旧川端龍子邸持仏堂
official_export_002:152,fire,13111,大田区,National,Registered,有形文化財,建造物,building_direct,旧川端龍子邸仏間棟
official_export_002:160,fire,13111,大田区,National,Registered,有形文化財,建造物,building_direct,旧清明文庫
official_export_002:247,fire,13111,大田区,National,Registered,有形文化財,建造物,building_direct,実相寺本堂
official_export_002:248,fire,13111,大田区,National,Registered,有形文化財,建造物,building_direct,実相寺門
official_export_002:261,fire,13111,大田区,National,Registered,有形文化財,建造物,building_direct,松風荘主屋
official_export_002:262,fire,13111,大田区,National,Registered,有形文化財,建造物,building_direct,松風荘待合
official_export_002:263,fire,13111,大田区,National,Registered,有形文化財,建造物,building_direct,松風荘門
official_export_002:264,fire,13111,大田区,National,Registered,有形文化財,建造物,building_direct,昭和のくらし博物館(旧小泉家住宅主屋)
official_export_002:296,fire,13111,大田区,National,Registered,有形文化財,建造物,building_direct,高橋診療所
official_export_002:302,fire,13111,大田区,National,Registered,有形文化財,建造物,building_direct,竹中家住宅主屋
official_export_002:315,fire,13111,大田区,National,Registered,有形文化財,建造物,building_direct,塚﨑家住宅主屋
official_export_002:316,fire,13111,大田区,National,Registered,有形文化財,建造物,building_direct,塚﨑家住宅門及び塀
official_export_002:366,fire,13111,大田区,National,Registered,有形文化財,建造物,building_direct,鳥海家住宅主屋
official_export_002:430,fire,13111,大田区,National,Registered,有形文化財,建造物,building_direct,三橋家住宅主屋
official_export_002:437,fire,13111,大田区,National,Registered,有形文化財,建造物,building_direct,妙福寺祖師堂(旧七面大明神堂)
official_export_002:455,fire,13111,大田区,National,Registered,有形文化財,建造物,building_direct,守屋家住宅主屋
official_export_002:458,fire,13111,大田区,National,Registered,有形文化財,建造物,building_direct,山﨑家住宅主屋
official_export_002:474,fire,13111,大田区,National,Registered,有形文化財,建造物,building_direct,吉川家住宅主屋
official_export_002:477,fire,13111,大田区,National,Registered,有形文化財,建造物,building_direct,萬屋酒店
official_export_002:478,fire,13111,大田区,National,Registered,有形文化財,建造物,building_direct,龍子記念館
official_export_002:480,fire,13111,大田区,National,Registered,有形文化財,建造物,building_direct,私の家(清家清自邸)
official_export_003:13,fire,13111,大田区,National,Designated,記念物,天然記念物,point,亀甲山古墳
6,fire,13112,世田谷区,Tokyo Metropolitan,Designated,有形文化財,建造物,building_direct,武家屋敷門
115,fire,13112,世田谷区,Tokyo Metropolitan,Designated,記念物,史跡,point,野毛大塚古墳
116,fire,13112,世田谷区,Tokyo Metropolitan,Designated,記念物,史跡,point,世田谷代官屋敷
117,fire,13112,世田谷区,Tokyo Metropolitan,Designated,記念物,史跡,point,等々力渓谷三号横穴
118,fire,13112,世田谷区,Tokyo Metropolitan,Designated,記念物,史跡,point,徳冨蘆花旧宅
199,fire,13112,世田谷区,Tokyo Metropolitan,Designated,記念物,名勝,point,等々力渓谷
207,fire,13112,世田谷区,Tokyo Metropolitan,Designated,記念物,天然記念物,point,九品仏のカヤ
208,fire,13112,世田谷区,Tokyo Metropolitan,Designated,記念物,天然記念物,point,九品仏のイチョウ
209,fire,13112,世田谷区,Tokyo Metropolitan,Designated,記念物,天然記念物,point,善養寺のカヤ
210,fire,13112,世田谷区,Tokyo Metropolitan,Designated,記念物,天然記念物,point,桜小学校のオオアカガシ
official_export_001:16,fire,13112,世田谷区,National,Designated,有形文化財,建造物,building_direct,大場家住宅(東京都世田谷区世田谷)
official_export_001:17,fire,13112,世田谷区,National,Designated,有形文化財,建造物,building_direct,大場家住宅(東京都世田谷区世田谷)
official_export_002:17,fire,13112,世田谷区,National,Registered,有形文化財,建造物,building_direct,池上家住宅主屋
official_export_002:89,fire,13112,世田谷区,National,Registered,有形文化財,建造物,building_direct,樫尾俊雄発明記念館(旧樫尾家住宅主屋)
official_export_002:104,fire,13112,世田谷区,National,Registered,有形文化財,建造物,building_direct,鎌田家住宅主屋
official_export_002:105,fire,13112,世田谷区,National,Registered,有形文化財,建造物,building_direct,鎌田家住宅離れ
official_export_002:106,fire,13112,世田谷区,National,Registered,有形文化財,建造物,building_direct,鎌田家住宅門及び塀
official_export_002:108,fire,13112,世田谷区,National,Registered,有形文化財,建造物,building_direct,亀井家住宅主屋
official_export_002:110,fire,13112,世田谷区,National,Registered,有形文化財,建造物,building_direct,河津家住宅主屋
official_export_002:223,fire,13112,世田谷区,National,Registered,有形文化財,建造物,building_direct,国士舘大講堂
official_export_002:236,fire,13112,世田谷区,National,Registered,有形文化財,建造物,building_direct,五島美術館古経楼
official_export_002:237,fire,13112,世田谷区,National,Registered,有形文化財,建造物,building_direct,五島美術館冨士見亭
official_export_002:238,fire,13112,世田谷区,National,Registered,有形文化財,建造物,building_direct,五島美術館本館
official_export_002:239,fire,13112,世田谷区,National,Registered,有形文化財,建造物,building_direct,駒澤大学旧図書館(禅文化歴史博物館・耕雲館)
official_export_002:245,fire,13112,世田谷区,National,Registered,有形文化財,建造物,building_direct,坂間家住宅主屋
official_export_002:251,fire,13112,世田谷区,National,Registered,有形文化財,建造物,building_direct,志村家住宅門及び石垣
official_export_002:317,fire,13112,世田谷区,National,Registered,有形文化財,建造物,building_direct,築山家住宅石垣
official_export_002:318,fire,13112,世田谷区,National,Registered,有形文化財,建造物,building_direct,築山家住宅主屋
official_export_002:319,fire,13112,世田谷区,National,Registered,有形文化財,建造物,building_direct,築山家住宅水蓮池
official_export_002:320,fire,13112,世田谷区,National,Registered,有形文化財,建造物,building_direct,築山家住宅門
official_export_002:378,fire,13112,世田谷区,National,Registered,有形文化財,建造物,building_direct,日本学園一号館
official_export_002:381,fire,13112,世田谷区,National,Registered,有形文化財,建造物,building_direct,日本基督教団富士見丘教会
official_export_002:386,fire,13112,世田谷区,National,Registered,有形文化財,建造物,building_direct,日本聖公会東京教区東京聖十字教会聖堂
official_export_002:389,fire,13112,世田谷区,National,Registered,有形文化財,建造物,building_direct,萩原家住宅
official_export_002:391,fire,13112,世田谷区,National,Registered,有形文化財,建造物,building_direct,長谷川家住宅
official_export_002:403,fire,13112,世田谷区,National,Registered,有形文化財,建造物,building_direct,平田家住宅主屋
official_export_002:405,fire,13112,世田谷区,National,Registered,有形文化財,建造物,building_direct,平田家住宅門及び塀
official_export_002:413,fire,13112,世田谷区,National,Registered,有形文化財,建造物,building_direct,ブルーボックスハウス
official_export_002:457,fire,13112,世田谷区,National,Registered,有形文化財,建造物,building_direct,柳澤家住宅主屋
official_export_003:45,fire,13112,世田谷区,National,Designated,記念物,天然記念物,point,玉川上水
official_export_003:61,fire,13112,世田谷区,National,Designated,記念物,天然記念物,point,細井広沢墓
105,fire,13113,渋谷区,Tokyo Metropolitan,Designated,民俗文化財,有形民俗文化財,point,千駄ケ谷の冨士塚
official_export_001:2,fire,13113,渋谷区,National,Designated,有形文化財,建造物,building_direct,旧朝倉家住宅
official_export_001:32,fire,13113,渋谷区,National,Designated,有形文化財,建造物,building_direct,旧朝倉家住宅
official_export_001:36,fire,13113,渋谷区,National,Designated,有形文化財,建造物,building_direct,旧久邇宮邸(聖心女子大学)
official_export_001:143,fire,13113,渋谷区,National,Designated,有形文化財,建造物,building_direct,明治神宮
official_export_001:167,fire,13113,渋谷区,National,Designated,有形文化財,建造物,building_direct,明治神宮
official_export_001:179,fire,13113,渋谷区,National,Designated,有形文化財,建造物,building_direct,明治神宮宝物殿
official_export_001:180,fire,13113,渋谷区,National,Designated,有形文化財,建造物,building_direct,明治神宮宝物殿
official_export_001:181,fire,13113,渋谷区,National,Designated,有形文化財,建造物,building_direct,明治神宮宝物殿
official_export_001:182,fire,13113,渋谷区,National,Designated,有形文化財,建造物,building_direct,明治神宮宝物殿
official_export_001:183,fire,13113,渋谷区,National,Designated,有形文化財,建造物,building_direct,明治神宮宝物殿
official_export_001:184,fire,13113,渋谷区,National,Designated,有形文化財,建造物,building_direct,明治神宮宝物殿
official_export_001:185,fire,13113,渋谷区,National,Designated,有形文化財,建造物,building_direct,明治神宮宝物殿
official_export_001:186,fire,13113,渋谷区,National,Designated,有形文化財,建造物,building_direct,明治神宮宝物殿
official_export_001:187,fire,13113,渋谷区,National,Designated,有形文化財,建造物,building_direct,明治神宮宝物殿
official_export_001:188,fire,13113,渋谷区,National,Designated,有形文化財,建造物,building_direct,明治神宮宝物殿
official_export_001:189,fire,13113,渋谷区,National,Designated,有形文化財,建造物,building_direct,明治神宮宝物殿
official_export_001:190,fire,13113,渋谷区,National,Designated,有形文化財,建造物,building_direct,明治神宮宝物殿
official_export_001:191,fire,13113,渋谷区,National,Designated,有形文化財,建造物,building_direct,明治神宮宝物殿
official_export_001:195,fire,13113,渋谷区,National,Designated,有形文化財,建造物,building_direct,代々木競技場
official_export_001:196,fire,13113,渋谷区,National,Designated,有形文化財,建造物,building_direct,代々木競技場
official_export_002:2,fire,13113,渋谷区,National,Registered,有形文化財,建造物,building_direct,青山学院ベリーホール
official_export_002:3,fire,13113,渋谷区,National,Registered,有形文化財,建造物,building_direct,青山学院間島記念館
official_export_002:76,fire,13113,渋谷区,National,Registered,有形文化財,建造物,building_direct,温故学会会館
official_export_002:249,fire,13113,渋谷区,National,Registered,有形文化財,建造物,building_direct,渋谷区立広尾小学校
official_export_002:257,fire,13113,渋谷区,National,Registered,有形文化財,建造物,building_direct,上宮寺鐘楼
official_export_002:258,fire,13113,渋谷区,National,Registered,有形文化財,建造物,building_direct,上宮寺本堂
official_export_002:259,fire,13113,渋谷区,National,Registered,有形文化財,建造物,building_direct,上宮寺本堂応接部
official_export_002:434,fire,13113,渋谷区,National,Registered,有形文化財,建造物,building_direct,ミュージアム1999(旧千葉常五郎邸)
official_export_002:475,fire,13113,渋谷区,National,Registered,有形文化財,建造物,building_direct,代々木能舞台敷舞台及び座敷
official_export_002:476,fire,13113,渋谷区,National,Registered,有形文化財,建造物,building_direct,代々木能舞台舞台・橋掛・鏡の間
195,fire,13114,中野区,Tokyo Metropolitan,Designated,記念物,名勝,point,哲学堂公園
1000000001,fire,13114,中野区,Tokyo Metropolitan,Designated,記念物,旧跡,point,新井白石墓
1000000002,fire,13114,中野区,Tokyo Metropolitan,Designated,記念物,旧跡,point,鈴木九郎長者墓
1000000003,fire,13114,中野区,National,Designated,記念物,名勝,point,哲学堂公園
1000000004,fire,13114,中野区,Tokyo Metropolitan,Designated,民俗文化財,無形民俗文化財,point,江古田の獅子舞
2000000001,fire,13114,中野区,National,Registered,有形文化財,未細分,building_direct,旧野方配水塔
2000000002,fire,13114,中野区,National,Registered,有形文化財,未細分,building_direct,中村家住宅洋館
2000000003,fire,13114,中野区,National,Registered,有形文化財,未細分,building_direct,細井家住宅主屋
2000000004,fire,13114,中野区,National,Registered,有形文化財,未細分,building_direct,功運寺庫裏・鐘楼・山門
2000000005,fire,13114,中野区,National,Registered,有形文化財,未細分,building_direct,三岸家住宅アトリエ
2000000006,fire,13114,中野区,Municipal,Designated,有形文化財,未細分,building_direct,旧豊多摩監獄表門
official_export_002:172,fire,13114,中野区,National,Registered,有形文化財,建造物,building_direct,旧野方配水塔
official_export_002:208,fire,13114,中野区,National,Registered,有形文化財,建造物,building_direct,功運寺庫裏
official_export_002:209,fire,13114,中野区,National,Registered,有形文化財,建造物,building_direct,功運寺山門
official_export_002:210,fire,13114,中野区,National,Registered,有形文化財,建造物,building_direct,功運寺鐘楼
official_export_002:374,fire,13114,中野区,National,Registered,有形文化財,建造物,building_direct,中村家住宅洋館
official_export_002:424,fire,13114,中野区,National,Registered,有形文化財,建造物,building_direct,三岸家住宅アトリエ
7,fire,13115,杉並区,Tokyo Metropolitan,Designated,有形文化財,建造物,building_direct,妙法寺祖師堂
8,fire,13115,杉並区,Tokyo Metropolitan,Designated,有形文化財,建造物,building_direct,妙法寺書院(御成間)
9,fire,13115,杉並区,Tokyo Metropolitan,Designated,有形文化財,建造物,building_direct,妙法寺仁王門
131156000000.0,fire,13115,杉並区,Municipal,Unknown,民俗文化財,有形民俗文化財,point,寛文四年銘聖観音庚申供養塔
official_export_001:141,fire,13115,杉並区,National,Designated,有形文化財,建造物,building_direct,妙法寺鉄門
official_export_002:16,fire,13115,杉並区,National,Registered,有形文化財,建造物,building_direct,井草幼稚園園舎
official_export_002:34,fire,13115,杉並区,National,Registered,有形文化財,建造物,building_direct,伊藤家住宅主屋
official_export_002:69,fire,13115,杉並区,National,Registered,有形文化財,建造物,building_direct,岡田日帰上人記念講堂
official_export_002:142,fire,13115,杉並区,National,Registered,有形文化財,建造物,building_direct,旧大田黒家住宅蔵
official_export_002:143,fire,13115,杉並区,National,Registered,有形文化財,建造物,building_direct,旧大田黒家住宅洋館
official_export_002:156,fire,13115,杉並区,National,Registered,有形文化財,建造物,building_direct,旧滋賀家住宅主屋
official_export_002:206,fire,13115,杉並区,National,Registered,有形文化財,建造物,building_direct,幻戯山房(旧角川家住宅主屋)
official_export_002:212,fire,13115,杉並区,National,Registered,有形文化財,建造物,building_direct,古宇田家住宅
official_export_002:235,fire,13115,杉並区,National,Registered,有形文化財,建造物,building_direct,小杉湯
official_export_002:278,fire,13115,杉並区,National,Registered,有形文化財,建造物,building_direct,西郊ロッヂング
official_export_002:324,fire,13115,杉並区,National,Registered,有形文化財,建造物,building_direct,辻家住宅旧主屋
official_export_002:338,fire,13115,杉並区,National,Registered,有形文化財,建造物,building_direct,東京女子大学講堂・礼拝堂
official_export_002:339,fire,13115,杉並区,National,Registered,有形文化財,建造物,building_direct,東京女子大学17号館(ライシャワー館)
official_export_002:340,fire,13115,杉並区,National,Registered,有形文化財,建造物,building_direct,東京女子大学14号館(安井記念館)
official_export_002:341,fire,13115,杉並区,National,Registered,有形文化財,建造物,building_direct,東京女子大学16号館(外国人教師館)
official_export_002:342,fire,13115,杉並区,National,Registered,有形文化財,建造物,building_direct,東京女子大学7号館(西校舎)
official_export_002:343,fire,13115,杉並区,National,Registered,有形文化財,建造物,building_direct,東京女子大学本館
official_export_002:344,fire,13115,杉並区,National,Registered,有形文化財,建造物,building_direct,東京女子大学6号館(東校舎)
official_export_002:398,fire,13115,杉並区,National,Registered,有形文化財,建造物,building_direct,ビストロOJI(末光家住宅)
official_export_002:412,fire,13115,杉並区,National,Registered,有形文化財,建造物,building_direct,淵川家住宅主屋
official_export_002:428,fire,13115,杉並区,National,Registered,有形文化財,建造物,building_direct,水口家住宅洋館
official_export_002:479,fire,13115,杉並区,National,Registered,有形文化財,建造物,building_direct,旅館西郊本館
official_export_002:483,fire,13115,杉並区,National,Registered,有形文化財,建造物,building_direct,渡邊家住宅主屋
official_export_003:46,fire,13115,杉並区,National,Designated,記念物,天然記念物,point,荻外荘(近衞文麿旧宅)
10,fire,13116,豊島区,Tokyo Metropolitan,Designated,有形文化財,建造物,building_direct,旧マッケーレブ邸(雑司が谷旧宣教師館)
211,fire,13116,豊島区,Tokyo Metropolitan,Designated,記念物,天然記念物,point,鬼子母神大門ケヤキ並木
212,fire,13116,豊島区,Tokyo Metropolitan,Designated,記念物,天然記念物,point,雑司が谷鬼子母神のイチョウ
11,fire,13116,豊島区,Municipal,Designated,民俗文化財,有形民俗文化財,point,冨士元囃子用具一式(楽器9点、寿獅子、大黒舞用道具類11点
12,fire,13116,豊島区,Municipal,Designated,民俗文化財,無形民俗文化財,point,長崎獅子舞
13,fire,13116,豊島区,Municipal,Designated,民俗文化財,無形民俗文化財,point,冨士元囃子
14,fire,13116,豊島区,Municipal,Designated,民俗文化財,無形民俗文化財,point,雑司が谷鬼子母神御会式万燈練供養
15,fire,13116,豊島区,Municipal,Designated,記念物,史跡,point,池袋富士塚
16,fire,13116,豊島区,Municipal,Registered,有形文化財,未細分,building_direct,重林寺観音堂内厨子覆屋
17,fire,13116,豊島区,Municipal,Registered,有形文化財,未細分,building_direct,安田家住宅
18,fire,13116,豊島区,Municipal,Registered,有形文化財,未細分,building_direct,渡辺弘行・隆根アトリエ
official_export_001:69,fire,13116,豊島区,National,Designated,有形文化財,建造物,building_direct,自由学園明日館
official_export_001:70,fire,13116,豊島区,National,Designated,有形文化財,建造物,building_direct,自由学園明日館
official_export_001:71,fire,13116,豊島区,National,Designated,有形文化財,建造物,building_direct,自由学園明日館
official_export_001:72,fire,13116,豊島区,National,Designated,有形文化財,建造物,building_direct,自由学園明日館
official_export_001:92,fire,13116,豊島区,National,Designated,有形文化財,建造物,building_direct,雑司ケ谷鬼子母神堂
official_export_002:19,fire,13116,豊島区,National,Registered,有形文化財,建造物,building_direct,砂金家長屋
official_export_002:82,fire,13116,豊島区,National,Registered,有形文化財,建造物,building_direct,学習院北別館(旧図書館)
official_export_002:83,fire,13116,豊島区,National,Registered,有形文化財,建造物,building_direct,学習院厩舎
official_export_002:84,fire,13116,豊島区,National,Registered,有形文化財,建造物,building_direct,学習院正門
official_export_002:85,fire,13116,豊島区,National,Registered,有形文化財,建造物,building_direct,学習院西一号館(旧中等科教場)
official_export_002:86,fire,13116,豊島区,National,Registered,有形文化財,建造物,building_direct,学習院乃木館(旧総寮部)
official_export_002:87,fire,13116,豊島区,National,Registered,有形文化財,建造物,building_direct,学習院東別館(旧皇族寮)
official_export_002:88,fire,13116,豊島区,National,Registered,有形文化財,建造物,building_direct,学習院南一号館(旧理科特別教場)
official_export_002:170,fire,13116,豊島区,National,Registered,有形文化財,建造物,building_direct,旧丹羽家住宅蔵
official_export_002:211,fire,13116,豊島区,National,Registered,有形文化財,建造物,building_direct,高岩寺本堂
official_export_002:241,fire,13116,豊島区,National,Registered,有形文化財,建造物,building_direct,金剛院庫裏
official_export_002:242,fire,13116,豊島区,National,Registered,有形文化財,建造物,building_direct,金剛院本堂
official_export_002:281,fire,13116,豊島区,National,Registered,有形文化財,建造物,building_direct,ソルフェージスクール
official_export_002:375,fire,13116,豊島区,National,Registered,有形文化財,建造物,building_direct,並木ハウス
176,fire,13118,荒川区,Unknown,Unknown,未判定,未細分,point,彰義隊戦死者墓
214,fire,13118,荒川区,Unknown,Unknown,未判定,未細分,point,延命院のシイ
121,fire,13119,板橋区,Unknown,Unknown,未判定,未細分,point,茂呂遺跡
177,fire,13119,板橋区,Unknown,Unknown,未判定,未細分,point,徳丸ケ原
178,fire,13119,板橋区,Unknown,Unknown,未判定,未細分,point,松月院大堂
122,fire,13120,練馬区,Unknown,Unknown,未判定,未細分,point,尾崎遺跡
179,fire,13120,練馬区,Unknown,Unknown,未判定,未細分,point,池永道雲墓
180,fire,13121,足立区,Unknown,Unknown,未判定,未細分,point,初代安藤広重墓及び記念碑
123,fire,13122,葛飾区,Tokyo Metropolitan,Designated,記念物,史跡,point,葛西城跡
124,fire,13122,葛飾区,Tokyo Metropolitan,Designated,記念物,史跡,point,立石
181,fire,13122,葛飾区,Tokyo Metropolitan,Designated,記念物,旧跡,point,安積艮斎墓
182,fire,13122,葛飾区,Tokyo Metropolitan,Designated,記念物,旧跡,point,葛西清重墓
183,fire,13122,葛飾区,Tokyo Metropolitan,Designated,記念物,旧跡,point,山田検校墓
official_export_001:38,fire,13122,葛飾区,National,Designated,有形文化財,建造物,building_direct,旧小菅刑務所庁舎
98,fire,13123,江戸川区,Tokyo Metropolitan,Designated,有形文化財,歴史資料,point,天明三年浅間山噴火横死者供養碑
125,fire,13123,江戸川区,Tokyo Metropolitan,Designated,記念物,史跡,point,一之江名主屋敷
official_export_003:39,fire,13123,江戸川区,National,Designated,記念物,天然記念物,point,善養寺影向のマツ
126,fire,13201,八王子市,Tokyo Metropolitan,Designated,記念物,史跡,point,片倉城跡
127,fire,13201,八王子市,Tokyo Metropolitan,Designated,記念物,史跡,point,広園寺境域
184,fire,13201,八王子市,Tokyo Metropolitan,Designated,記念物,旧跡,point,原胤敦墓
215,fire,13201,八王子市,Tokyo Metropolitan,Designated,記念物,天然記念物,point,髙尾山のスギ並木
216,fire,13201,八王子市,Tokyo Metropolitan,Designated,記念物,天然記念物,point,髙尾山の飯盛スギ
official_export_003:22,fire,13201,八王子市,National,Designated,記念物,天然記念物,point,椚田遺跡
official_export_003:27,fire,13201,八王子市,National,Designated,記念物,天然記念物,point,小仏関跡
official_export_003:43,fire,13201,八王子市,National,Designated,記念物,天然記念物,point,滝山城跡
official_export_003:57,fire,13201,八王子市,National,Designated,記念物,天然記念物,point,八王子城跡
official_export_003:60,fire,13201,八王子市,National,Designated,記念物,天然記念物,point,船田石器時代遺跡
official_export_002:369,fire,13202,立川市,National,Registered,有形文化財,建造物,building_direct,中野家住宅蔵
official_export_002:370,fire,13202,立川市,National,Registered,有形文化財,建造物,building_direct,中野家住宅主屋
official_export_002:137,fire,13203,武蔵野市,National,Registered,有形文化財,建造物,building_direct,旧赤星鉄馬邸
official_export_002:165,fire,13203,武蔵野市,National,Registered,有形文化財,建造物,building_direct,旧東京市麻布区役所庁舎(日本獣医生命科学大学一号棟)
official_export_002:395,fire,13203,武蔵野市,National,Registered,有形文化財,建造物,building_direct,濵家住宅西洋館
official_export_003:26,fire,13203,武蔵野市,National,Designated,記念物,天然記念物,point,小金井(サクラ)
106,fire,13204,三鷹市,Tokyo Metropolitan,Designated,民俗文化財,有形民俗文化財,point,武蔵野(野川流域)の水車経営農家
128,fire,13204,三鷹市,Tokyo Metropolitan,Designated,記念物,史跡,point,出山横穴墓群第8号墓
official_export_002:14,fire,13204,三鷹市,National,Registered,有形文化財,建造物,building_direct,淡島家住宅主屋
official_export_002:15,fire,13204,三鷹市,National,Registered,有形文化財,建造物,building_direct,安藤家住宅主屋
official_export_002:36,fire,13204,三鷹市,National,Registered,有形文化財,建造物,building_direct,伊藤家住宅主屋
official_export_002:214,fire,13204,三鷹市,National,Registered,有形文化財,建造物,building_direct,国際基督教大学泰山荘表門
official_export_002:215,fire,13204,三鷹市,National,Registered,有形文化財,建造物,building_direct,国際基督教大学泰山荘蔵
official_export_002:216,fire,13204,三鷹市,National,Registered,有形文化財,建造物,building_direct,国際基督教大学泰山荘高風居
official_export_002:217,fire,13204,三鷹市,National,Registered,有形文化財,建造物,building_direct,国際基督教大学泰山荘車庫
official_export_002:218,fire,13204,三鷹市,National,Registered,有形文化財,建造物,building_direct,国際基督教大学泰山荘書院
official_export_002:219,fire,13204,三鷹市,National,Registered,有形文化財,建造物,building_direct,国際基督教大学泰山荘待合
official_export_002:220,fire,13204,三鷹市,National,Registered,有形文化財,建造物,building_direct,国際基督教大学ディッフェンドルファー記念館
official_export_002:221,fire,13204,三鷹市,National,Registered,有形文化財,建造物,building_direct,国際基督教大学本館
official_export_002:225,fire,13204,三鷹市,National,Registered,有形文化財,建造物,building_direct,国立天文台表門
official_export_002:226,fire,13204,三鷹市,National,Registered,有形文化財,建造物,building_direct,国立天文台旧図庫及び倉庫
official_export_002:227,fire,13204,三鷹市,National,Registered,有形文化財,建造物,building_direct,国立天文台ゴーチェ子午環室
official_export_002:228,fire,13204,三鷹市,National,Registered,有形文化財,建造物,building_direct,国立天文台第一子午線標室
official_export_002:229,fire,13204,三鷹市,National,Registered,有形文化財,建造物,building_direct,国立天文台第一赤道儀室
official_export_002:230,fire,13204,三鷹市,National,Registered,有形文化財,建造物,building_direct,国立天文台大赤道儀室
official_export_002:231,fire,13204,三鷹市,National,Registered,有形文化財,建造物,building_direct,国立天文台第二子午線標室
official_export_002:232,fire,13204,三鷹市,National,Registered,有形文化財,建造物,building_direct,国立天文台太陽分光写真儀室
official_export_002:233,fire,13204,三鷹市,National,Registered,有形文化財,建造物,building_direct,国立天文台門衛所
official_export_002:234,fire,13204,三鷹市,National,Registered,有形文化財,建造物,building_direct,国立天文台レプソルド子午儀室
official_export_002:368,fire,13204,三鷹市,National,Registered,有形文化財,建造物,building_direct,中島家住宅主屋
official_export_002:481,fire,13204,三鷹市,National,Registered,有形文化財,建造物,building_direct,渡辺家住宅主屋
official_export_002:482,fire,13204,三鷹市,National,Registered,有形文化財,建造物,building_direct,渡辺家住宅主屋
19,fire,13205,青梅市,Tokyo Metropolitan,Designated,有形文化財,建造物,building_direct,馬場家御師住宅
20,fire,13205,青梅市,Tokyo Metropolitan,Designated,有形文化財,建造物,building_direct,虎柏神社本殿
107,fire,13205,青梅市,Tokyo Metropolitan,Designated,民俗文化財,有形民俗文化財,point,旧稲葉家住宅
129,fire,13205,青梅市,Tokyo Metropolitan,Designated,記念物,史跡,point,天寧寺境域
130,fire,13205,青梅市,Tokyo Metropolitan,Designated,記念物,史跡,point,海禅寺境域
131,fire,13205,青梅市,Tokyo Metropolitan,Designated,記念物,史跡,point,安楽寺境域
132,fire,13205,青梅市,Tokyo Metropolitan,Designated,記念物,史跡,point,虎柏神社境域
133,fire,13205,青梅市,Tokyo Metropolitan,Designated,記念物,史跡,point,青梅新町の大井戸
185,fire,13205,青梅市,Tokyo Metropolitan,Designated,記念物,旧跡,point,鈴法寺跡
200,fire,13205,青梅市,Tokyo Metropolitan,Designated,記念物,名勝,point,奥御岳景園地
217,fire,13205,青梅市,Tokyo Metropolitan,Designated,記念物,天然記念物,point,安楽寺の大スギ
218,fire,13205,青梅市,Tokyo Metropolitan,Designated,記念物,天然記念物,point,塩船観音の大スギ
official_export_001:24,fire,13205,青梅市,National,Designated,有形文化財,建造物,building_direct,観音寺阿弥陀堂
official_export_001:25,fire,13205,青梅市,National,Designated,有形文化財,建造物,building_direct,観音寺仁王門
official_export_001:26,fire,13205,青梅市,National,Designated,有形文化財,建造物,building_direct,観音寺本堂
official_export_001:140,fire,13205,青梅市,National,Designated,有形文化財,建造物,building_direct,旧宮崎家住宅(旧所在 東京都青梅市成木)
official_export_002:48,fire,13205,青梅市,National,Registered,有形文化財,建造物,building_direct,宇津木家住宅主屋
